Data Set 1:Wavelength(nm),Data Set 1:Intensity,Data Set 2:Wavelength(nm),Data Set 2:Intensity,Data Set 3:Wavelength(nm),Data Set 3:Intensity,Data Set 4:Wavelength(nm),Data Set 4:Intensity,Data Set 5:Wavelength(nm),Data Set 5:Intensity,Data Set 6:Wavelength(nm),Data Set 6:Intensity,Data Set 7:Wavelength(nm),Data Set 7:Intensity
392.60000000000002,0.018002594033722438,392.60000000000002,0.016338004289480599,392.60000000000002,0.01564982240193959,392.60000000000002,0.018994981477242857,392.60000000000002,0.016636699643108432,392.60000000000002,0.04636390224053305,392.60000000000002,0.016011800310266777
393.39999999999998,0.018685011401880249,393.39999999999998,0.016416842569280197,393.39999999999998,0.016525520714122222,393.39999999999998,0.019393411493434376,393.39999999999998,0.016676542644727583,393.39999999999998,0.047432881496740499,393.39999999999998,0.016649288336173206
394.30000000000001,0.01840187177335266,394.30000000000001,0.017234895687630866,394.30000000000001,0.017151988335325483,394.30000000000001,0.019489204242008083,394.30000000000001,0.016609572493069862,394.30000000000001,0.048468799538838453,394.30000000000001,0.016714563040953517
395.19999999999999,0.018651102464332034,395.19999999999999,0.017273890965811313,395.19999999999999,0.017085865907106465,395.19999999999999,0.019046692607003885,395.19999999999999,0.016275569458219952,395.19999999999999,0.048044090096047071,395.19999999999999,0.016311046684129769
396,0.018366267388927039,396,0.016895806312148719,396,0.016890041792765528,396,0.019092469672693974,396,0.016400184803709639,396,0.048380636301213094,396,0.01587446911319651
396.89999999999998,0.018461212414062036,396.89999999999998,0.017214550325101937,396.89999999999998,0.016803574002017579,396.89999999999998,0.019331527682408887,396.89999999999998,0.016584988513347405,396.89999999999998,0.049036774242771038,396.89999999999998,0.015742224256758475
397.69999999999999,0.018257758788772751,397.69999999999999,0.017018726210761,397.69999999999999,0.01761230216254249,397.69999999999999,0.019591778778091432,397.69999999999999,0.017019870637403251,397.69999999999999,0.050209175758500535,397.69999999999999,0.01552944567364343
398.60000000000002,0.018127209379212122,398.60000000000002,0.017273043242372606,398.60000000000002,0.017574154607800749,398.60000000000002,0.019348482151182993,398.60000000000002,0.016670608580656648,398.60000000000002,0.051133194306689375,398.60000000000002,0.016316133024761998
399.39999999999998,0.017988182735264448,399.39999999999998,0.016015869382772562,399.39999999999998,0.017677576867322801,399.39999999999998,0.019105185524274558,399.39999999999998,0.016665522240024412,399.39999999999998,0.051028076600289914,399.39999999999998,0.016079618185363208
400.30000000000001,0.018321338046675656,400.30000000000001,0.016354111034815998,400.30000000000001,0.017211328976034859,400.30000000000001,0.018903427345862679,400.30000000000001,0.016739274179191781,400.30000000000001,0.051499410832210095,400.30000000000001,0.016584861354831601
401.19999999999999,0.018311165365411188,401.19999999999999,0.016844942905826402,401.19999999999999,0.0174715800717174,401.19999999999999,0.019145876249332412,401.19999999999999,0.017247060518976291,401.19999999999999,0.051899536295279027,401.19999999999999,0.015876164560073919
402,0.019315717640277036,402,0.018096182701355507,402,0.017741156125225706,402,0.01967146478132974,402,0.017631079236709816,402,0.052918499868602864,402,0.016662851911192492
402.89999999999998,0.019023253053923692,402.89999999999998,0.01759517814908064,402.89999999999998,0.017829319362851061,402.89999999999998,0.019846095809703042,402.89999999999998,0.017233496943957,402.89999999999998,0.052097055856497369,402.89999999999998,0.016427184795232402
403.69999999999999,0.018632452548680518,403.69999999999999,0.01717216415316667,403.69999999999999,0.018405771301170704,403.69999999999999,0.01975623712520027,403.69999999999999,0.016927468782584373,403.69999999999999,0.050463492790112155,403.69999999999999,0.015566745504946465
404.60000000000002,0.01792545120080025,404.60000000000002,0.016581300916389034,404.60000000000002,0.018183667760229904,404.60000000000002,0.01947479294355009,404.60000000000002,0.016493434381967226,404.60000000000002,0.048822300212778585,404.60000000000002,0.014898739435246644
405.39999999999998,0.01840017632647525,405.39999999999998,0.017002619465425601,405.39999999999998,0.018754185634478605,405.39999999999998,0.019600256012478483,405.39999999999998,0.016669760857217941,405.39999999999998,0.048443367835677292,405.39999999999998,0.015144579232471199
406.30000000000001,0.018825733492705339,406.30000000000001,0.016926324355942116,406.30000000000001,0.018740622059459318,406.30000000000001,0.020225875910243038,406.30000000000001,0.016924077888829551,406.30000000000001,0.048417088409077429,406.30000000000001,0.016329696599781288
407.19999999999999,0.01910124361028458,407.19999999999999,0.016945821995032341,407.19999999999999,0.019417105363546194,407.19999999999999,0.020363207107313305,407.19999999999999,0.017063952256215934,407.19999999999999,0.049036774242771038,407.19999999999999,0.016494154946890129
408,0.018746895212905741,408,0.016423624356789842,408,0.018961877876961415,408,0.020191119249256116,408,0.017070734043725576,408,0.049081703585022431,408,0.016149979230775751
408.89999999999998,0.018934242092859627,408.89999999999998,0.016404974441138323,408.89999999999998,0.018666870120291952,408.89999999999998,0.019788450615871072,408.89999999999998,0.01671723336978544,408.89999999999998,0.04797457677407322,408.89999999999998,0.015619304358146199
409.69999999999999,0.018579893695480788,409.69999999999999,0.016553326042911758,409.69999999999999,0.018455786984054319,409.69999999999999,0.01996392936768308,409.69999999999999,0.016634156472792316,409.69999999999999,0.045541610504988859,409.69999999999999,0.015401439434398922
410.60000000000002,0.019555623373430649,410.60000000000002,0.016863592821477921,410.60000000000002,0.018792333189220346,410.60000000000002,0.020123301374159693,410.60000000000002,0.016932555123216605,410.60000000000002,0.044509083356645732,410.60000000000002,0.015437891542263254
411.39999999999998,0.019630223036036724,411.39999999999998,0.017184032281308548,411.39999999999998,0.019396760001017262,411.39999999999998,0.020160601205462723,411.39999999999998,0.016902037079423209,411.39999999999998,0.043515551486483048,411.39999999999998,0.015300560345192985
412.30000000000001,0.019726015784610428,412.30000000000001,0.017303561286165999,412.30000000000001,0.019415409916668788,412.30000000000001,0.020277587040004066,412.30000000000001,0.017385239439485264,412.30000000000001,0.043692725685172469,412.30000000000001,0.015002161694768697
413.10000000000002,0.019208904487000161,413.10000000000002,0.017896119969821048,413.10000000000002,0.019362851063469053,413.10000000000002,0.020236896314946209,413.10000000000002,0.016835066927765489,413.10000000000002,0.043013699210769481,413.10000000000002,0.015265803684206065
414,0.018791824555157124,414,0.018040232954400957,414,0.019005959495774098,414,0.020097869670998525,414,0.017203826623602318,414,0.042182082517399522,414,0.015165772318438832
414.89999999999998,0.019239422530793554,414.89999999999998,0.017951221993336892,414.89999999999998,0.018805896764239632,414.89999999999998,0.02028860744470723,414.89999999999998,0.016626526961843968,414.89999999999998,0.04149034019141596,414.89999999999998,0.015531141120520842
415.69999999999999,0.019132609377516679,415.69999999999999,0.018471724184701985,415.69999999999999,0.018320998957300171,415.69999999999999,0.020593787882641164,415.69999999999999,0.017138551918822006,415.69999999999999,0.040813856887329081,415.69999999999999,0.01537600773123776
416.60000000000002,0.019670913761094578,416.60000000000002,0.019006637674525061,416.60000000000002,0.018421030323067397,416.60000000000002,0.02080741418919491,416.60000000000002,0.01714957232352517,416.60000000000002,0.041046980832973048,416.60000000000002,0.015799021727151735
417.39999999999998,0.01914278205878114,417.39999999999998,0.019813670388172562,417.39999999999998,0.018534625263853917,417.39999999999998,0.020381857022964824,417.39999999999998,0.017067343149970753,417.39999999999998,0.040701109669981264,417.39999999999998,0.015638801997236423
418.30000000000001,0.019417444452921678,418.30000000000001,0.019822147622559613,418.30000000000001,0.018967811941032357,418.30000000000001,0.020584462924815403,418.30000000000001,0.017286903520595441,418.30000000000001,0.040378974763273227,418.30000000000001,0.015984673160228204
419.10000000000002,0.01959207548129498,419.10000000000002,0.020505412714156131,419.10000000000002,0.018839805701787848,419.10000000000002,0.020359816213558486,419.10000000000002,0.01727757856276968,419.10000000000002,0.04017128252079042,419.10000000000002,0.016119461186982358
420,0.020021871264718601,420,0.020077312377609926,420,0.018927121215974497,420,0.020918465959665317,420,0.017887939438637541,420,0.039553292133974211,420,0.016461941456219324
420.89999999999998,0.020170222866492036,420.89999999999998,0.020023058077532786,420.89999999999998,0.019059366072412535,420.89999999999998,0.020988827005077863,420.89999999999998,0.017434407398930173,420.89999999999998,0.038796275103210327,420.89999999999998,0.016479743648432136
421.69999999999999,0.019943032984919,421.69999999999999,0.019753482024024483,421.69999999999999,0.019152615650670127,421.69999999999999,0.021482202046404379,421.69999999999999,0.017841314649508746,421.69999999999999,0.037672193823487028,421.69999999999999,0.016453464221832272
422.60000000000002,0.019481871434263286,422.60000000000002,0.019655146105134656,422.60000000000002,0.019012741283283736,422.60000000000002,0.021349957189966347,422.60000000000002,0.017056322745267583,422.60000000000002,0.036960953858413234,422.60000000000002,0.016652679229928028
423.39999999999998,0.019341997066876903,423.39999999999998,0.019768741045921179,423.39999999999998,0.018781312784517178,423.39999999999998,0.021473724812017324,423.39999999999998,0.017620058832006649,423.39999999999998,0.036761738850317471,423.39999999999998,0.01621186304180124
424.30000000000001,0.019494587285843867,424.30000000000001,0.019677186914541001,424.30000000000001,0.018624483948356686,424.30000000000001,0.021125310478709424,424.30000000000001,0.01747594584742674,424.30000000000001,0.036167484719785023,424.30000000000001,0.01642209845460017
425.10000000000002,0.019658197909514001,425.10000000000002,0.019923874435204256,425.10000000000002,0.018299805871332533,425.10000000000002,0.020653976246789246,425.10000000000002,0.017876071310495664,425.10000000000002,0.035680891465968138,425.10000000000002,0.016184735891762673
426,0.019432703474818375,426,0.019972194671210464,426,0.018216728974339406,426,0.020507320091893218,426,0.01762684061951629,426,0.034496621822096757,426,0.016419555284284057
426.89999999999998,0.01963446165323025,426.89999999999998,0.019894204114849573,426.89999999999998,0.018244703847816686,426.89999999999998,0.020587853818570225,426.89999999999998,0.017403041631698077,426.89999999999998,0.033769275111687563,426.89999999999998,0.016389884963929371
427.69999999999999,0.02011342539609878,427.69999999999999,0.020162084721480466,427.69999999999999,0.017953934708340752,427.69999999999999,0.020843866297059248,427.69999999999999,0.017456448208336514,427.69999999999999,0.032930876630807966,427.69999999999999,0.016355976026381155
428.60000000000002,0.020561871095173909,428.60000000000002,0.019841645261649839,428.60000000000002,0.017772521892457805,428.60000000000002,0.021174478438154336,428.60000000000002,0.017607342980426065,428.60000000000002,0.032084000915541311,428.60000000000002,0.015863448708493339
429.39999999999998,0.020188872782143555,429.39999999999998,0.019804345430346804,429.39999999999998,0.017737765231470883,429.39999999999998,0.021756864440544914,429.39999999999998,0.017753151411883387,429.39999999999998,0.032243372922017927,429.39999999999998,0.015955850563312227
430.30000000000001,0.019625984418843195,430.30000000000001,0.020091723676067919,430.30000000000001,0.017931046175495707,430.30000000000001,0.021443206768223932,430.30000000000001,0.017923543823063166,430.30000000000001,0.032318820308062692,430.30000000000001,0.01600077990556361
431.10000000000002,0.019269940574586947,431.10000000000002,0.019936590286784839,431.10000000000002,0.017957325602095571,431.10000000000002,0.021228732738231476,431.10000000000002,0.017916762035553521,431.10000000000002,0.031912760780922832,431.10000000000002,0.016351737409187626
432,0.019782813255003685,432,0.019384722328187651,432,0.01737154870595017,432,0.020926095470613665,432,0.01768533353678696,432,0.031398192653628677,432,0.015978739096157272
432.89999999999998,0.020592389138967302,432.89999999999998,0.019326229410916981,432.89999999999998,0.017162161016589947,432.89999999999998,0.021772971185880313,432.89999999999998,0.017861660012037671,432.89999999999998,0.031120987089172027,432.89999999999998,0.015938048371099411
433.69999999999999,0.021472326068343463,433.69999999999999,0.019685664148928056,433.69999999999999,0.017085865907106462,433.69999999999999,0.022071369836304602,433.69999999999999,0.017804014818205711,433.69999999999999,0.031545696531963409,433.69999999999999,0.016331392046658694
434.60000000000002,0.021930096725244357,434.60000000000002,0.020168866508990104,434.60000000000002,0.01737324415282758,434.60000000000002,0.022831777760823305,434.60000000000002,0.017863355458915084,434.60000000000002,0.030672541390096893,434.60000000000002,0.017022286649203563
435.39999999999998,0.022003000940973013,435.39999999999998,0.019542398887786847,435.39999999999998,0.018007341284979189,435.39999999999998,0.023069988047099511,435.39999999999998,0.01785148733077321,435.39999999999998,0.029567957749463816,435.39999999999998,0.016876478217746238
436.30000000000001,0.021415528597950203,436.30000000000001,0.019828929410069258,436.30000000000001,0.017659774675109992,436.30000000000001,0.023119156006544416,436.30000000000001,0.017860812288598968,436.30000000000001,0.028519323855785289,436.30000000000001,0.016417012113967941
437.10000000000002,0.02095182387697837,437.10000000000002,0.019294015920246176,437.10000000000002,0.017172333697854408,437.10000000000002,0.022813975568610489,437.10000000000002,0.017561565914735976,437.10000000000002,0.02830569754923154,437.10000000000002,0.015429414307876197
438,0.021308715444673328,438,0.018837940710222698,438,0.016681501826844008,438,0.022960631723506517,438,0.017395412120749729,438,0.028259920483541451,438,0.015737985639564949
438.89999999999998,0.021190034163254576,438.89999999999998,0.018292006815696447,438.89999999999998,0.01628137636377508,438.89999999999998,0.022725812330985137,438.89999999999998,0.016594313471173166,438.89999999999998,0.027881835829878861,438.89999999999998,0.016194908573027134
439.69999999999999,0.021377381043208462,439.69999999999999,0.018465790120631043,439.69999999999999,0.016501784457838474,439.69999999999999,0.022939438637538889,439.69999999999999,0.017174156303247628,439.69999999999999,0.028015776133194302,439.69999999999999,0.016868000983359187
440.60000000000002,0.021026423539584442,440.60000000000002,0.01850478539881149,440.60000000000002,0.01637547366547137,440.60000000000002,0.022845341335842595,440.60000000000002,0.017142790536015532,440.60000000000002,0.028071725880148859,440.60000000000002,0.016673024592456957
441.39999999999998,0.021319735849376499,441.39999999999998,0.017856276968201891,441.39999999999998,0.017032459330468024,441.39999999999998,0.022914854657816428,441.39999999999998,0.01807443859515272,441.39999999999998,0.028216686588167474,441.39999999999998,0.016443291540567805
442.30000000000001,0.021269720166492877,442.30000000000001,0.01753668523180997,442.30000000000001,0.016967184625687713,442.30000000000001,0.023081008451802682,442.30000000000001,0.017906589354289057,442.30000000000001,0.027867424531420871,442.30000000000001,0.016185583615201372
443.10000000000002,0.021299390486847564,443.10000000000002,0.017719793494570327,443.10000000000002,0.016773055958224186,443.10000000000002,0.022664776243398348,443.10000000000002,0.017134313301628477,443.10000000000002,0.027602087095106091,443.10000000000002,0.016309351237252356
444,0.020522028093554755,444,0.017264566007985552,444,0.016328001152903875,444,0.022927570509397012,444,0.016881691716894281,444,0.027172291311682476,444,0.01671456304095352
444.89999999999998,0.020051541585073284,444.89999999999998,0.016616057577375953,444.89999999999998,0.016550952417283382,444.89999999999998,0.022612217390198617,444.89999999999998,0.016915600654442493,444.89999999999998,0.026364410874596272,444.89999999999998,0.016405991709264767
445.69999999999999,0.019861651534803283,445.69999999999999,0.016379542737977159,445.69999999999999,0.016478895924993426,445.69999999999999,0.023022515534532009,445.69999999999999,0.017428473334859234,445.69999999999999,0.026024473775675419,445.69999999999999,0.016401753092071245
446.60000000000002,0.020655968396870204,446.60000000000002,0.01683561794800064,446.60000000000002,0.017087561353983875,446.60000000000002,0.023185278434763441,446.60000000000002,0.017785364902554189,446.60000000000002,0.026137220993023232,446.60000000000002,0.016087247696311553
447.39999999999998,0.021105261819384043,447.39999999999998,0.017229809346998633,447.39999999999998,0.017382569110653338,447.39999999999998,0.02334380271780134,447.39999999999998,0.018299933029848343,447.39999999999998,0.026608555224943417,447.39999999999998,0.01618219272144656
448.30000000000001,0.020941651195713912,448.30000000000001,0.016757627391639749,448.30000000000001,0.017842035214431642,448.30000000000001,0.023550647236845447,448.30000000000001,0.018639022405330486,448.30000000000001,0.026620423353085287,448.30000000000001,0.016264421895000974
449.10000000000002,0.020829751701804799,449.10000000000002,0.016582996363266444,449.10000000000002,0.017189288166628517,449.10000000000002,0.022943677254732415,449.10000000000002,0.018498300314505396,449.10000000000002,0.02680692250960047,449.10000000000002,0.01570661987233285
450,0.020928087620694622,450,0.016829683883929709,450,0.017082475013351639,450,0.022791934759204158,450,0.018425396098776733,450,0.026530564668582522,450,0.01594398243517035
450.89999999999998,0.021396878682298684,450.89999999999998,0.017001771741986891,450.89999999999998,0.016550952417283386,450.89999999999998,0.022764807609165581,450.89999999999998,0.018232962878190623,450.89999999999998,0.026248272763493639,450.89999999999998,0.016019429821215125
451.69999999999999,0.021659672948297345,451.69999999999999,0.017162839195340909,451.69999999999999,0.016829005705178739,451.69999999999999,0.022986063426667681,451.69999999999999,0.018237201495384148,451.69999999999999,0.025414112899807568,451.69999999999999,0.015850732856912762
452.60000000000002,0.021390944618227749,452.60000000000002,0.01681018624483948,452.60000000000002,0.016318676195078118,452.60000000000002,0.023058119918957638,452.60000000000002,0.01792184837618575,452.60000000000002,0.025623500589167788,452.60000000000002,0.015864296431932049
453.39999999999998,0.021500300941820739,453.39999999999998,0.017448521994184615,453.39999999999998,0.016524672990683519,453.39999999999998,0.023082703898680088,453.39999999999998,0.018253308240719548,453.39999999999998,0.025227613743292389,453.39999999999998,0.015586243144036688
454.30000000000001,0.021469782898027347,454.30000000000001,0.017628239363190149,454.30000000000001,0.016516195756296464,454.30000000000001,0.023097115197138085,454.30000000000001,0.018071895424836604,454.30000000000001,0.025561616778142296,454.30000000000001,0.015731203852055307
455.10000000000002,0.021407051363563155,455.10000000000002,0.017794393157176399,455.10000000000002,0.016576384120444546,455.10000000000002,0.02259950153861804,455.10000000000002,0.018056636402939908,455.10000000000002,0.025230156913608505,455.10000000000002,0.01547434365012758
456,0.020933173961326858,456,0.017223027559488992,456,0.016474657307799904,456,0.022058653984724015,456,0.017940498291837272,456,0.025341208684078905,456,0.01562269525190102
456.89999999999998,0.020157507014911452,456.89999999999998,0.016773734136975152,456.89999999999998,0.016407687156142176,456.89999999999998,0.021459313513559331,456.89999999999998,0.018031204699778744,456.89999999999998,0.02477408170358502,456.89999999999998,0.016342412451361869
457.69999999999999,0.019937098920848061,457.69999999999999,0.017019573934199703,457.69999999999999,0.016432271135864634,457.69999999999999,0.021701762417029064,457.69999999999999,0.018129540618668564,457.69999999999999,0.023883124369505692,457.69999999999999,0.016071988674414856
458.60000000000002,0.019819265362868019,458.60000000000002,0.017183184557869834,458.60000000000002,0.016038079736866644,458.60000000000002,0.021722107779557995,458.60000000000002,0.017815035222908879,458.60000000000002,0.024206954723091135,458.60000000000002,0.016101658994769542
459.39999999999998,0.020361808363639447,459.39999999999998,0.017522273933351984,459.39999999999998,0.015744767427074587,459.39999999999998,0.022044242686266025,459.39999999999998,0.0175174842959233,459.39999999999998,0.024754584064494801,459.39999999999998,0.015783762705255038
460.30000000000001,0.020532200774819223,460.30000000000001,0.017488364995803772,460.30000000000001,0.016257640107491332,460.30000000000001,0.022047633580020851,460.30000000000001,0.017638708747658164,460.30000000000001,0.025381051685698059,460.30000000000001,0.015988064053983026
461.10000000000002,0.020667836525012081,461.10000000000002,0.017908835821401622,461.10000000000002,0.016991768605410171,461.10000000000002,0.021926409128285987,461.10000000000002,0.018123606554597629,461.10000000000002,0.025161491315073368,461.10000000000002,0.015667624594152406
462,0.02099336232547494,462,0.018500546781617961,462,0.017542788840568653,462,0.021839941337538037,462,0.018725490196078432,462,0.024793579342675249,462,0.015752396938022939
462.89999999999998,0.020871290150301366,462.89999999999998,0.018863372413383855,462.89999999999998,0.017088409077422578,462.89999999999998,0.022017963259666165,462.89999999999998,0.018461000483202358,462.89999999999998,0.02412811644329154,462.89999999999998,0.015686274509803921
463.69999999999999,0.020940803472275206,463.69999999999999,0.018620075786475419,463.69999999999999,0.016878173664623655,463.69999999999999,0.021984902045556653,463.69999999999999,0.018262633198545302,463.69999999999999,0.022859922178988325,463.69999999999999,0.016192365402711021
464.60000000000002,0.020435560302806813,464.60000000000002,0.01882607258208082,464.60000000000002,0.016597577206412174,464.60000000000002,0.021789925654654426,464.60000000000002,0.017805710265083118,464.60000000000002,0.022184286598340153,464.60000000000002,0.016250010596542984
465.39999999999998,0.020286360977594675,465.39999999999998,0.018678568703746085,465.39999999999998,0.016469570967167668,465.39999999999998,0.021931495468918216,465.39999999999998,0.017785364902554189,465.39999999999998,0.022059671252850469,465.39999999999998,0.016624704356450751
466.30000000000001,0.020761086103269665,466.30000000000001,0.019572916931580239,466.30000000000001,0.016410230326458296,466.30000000000001,0.022103583326975405,466.30000000000001,0.017721785644651288,466.30000000000001,0.022026610038740957,466.30000000000001,0.016412773496774412
467.10000000000002,0.02072802488916016,467.10000000000002,0.019012571738595999,467.10000000000002,0.016344955621677985,467.10000000000002,0.022483363427515401,467.10000000000002,0.017926086993379282,467.10000000000002,0.022051194018463418,467.10000000000002,0.016054186482202047
468,0.021348558446292482,468,0.019445758415774436,468,0.016181344998007847,468,0.022651212668379061,468,0.017993057145037003,468,0.022553894017615695,468,0.016229665234014055
468.89999999999998,0.021368903808821407,468.89999999999998,0.019156684723175908,468.89999999999998,0.016092334036943788,468.89999999999998,0.022720725990352904,468.89999999999998,0.017991361698159597,468.89999999999998,0.023270220323321721,468.89999999999998,0.016567906886057492
469.69999999999999,0.021765638378135513,469.69999999999999,0.020302806812305545,469.69999999999999,0.016005866246195839,469.69999999999999,0.023348889058433572,469.69999999999999,0.017764171816586558,469.69999999999999,0.02303879182455516,469.69999999999999,0.016134720208879055
470.60000000000002,0.022240363503810513,470.60000000000002,0.021504878648389746,470.60000000000002,0.016612836228308871,470.60000000000002,0.023944838635843436,470.60000000000002,0.017944736909030798,470.60000000000002,0.02215631172486288,470.60000000000002,0.015810889855293612
471.39999999999998,0.022261556589778145,471.39999999999998,0.024380356552478315,471.39999999999998,0.016522977543806109,471.39999999999998,0.024619626493052903,471.39999999999998,0.018235506048506735,471.39999999999998,0.02173329772894891,471.39999999999998,0.015162381424684011
472.30000000000001,0.022533675813602567,472.30000000000001,0.031853886388104741,472.30000000000001,0.016357671473258562,472.30000000000001,0.024114383323584513,472.30000000000001,0.018316039775183746,472.30000000000001,0.021720581877368327,472.30000000000001,0.015268346854522183
473.10000000000002,0.022702372777904937,473.10000000000002,0.046639030882564873,473.10000000000002,0.015821910259996776,473.10000000000002,0.023881259377940538,473.10000000000002,0.018300780753287046,473.10000000000002,0.02171888643049092,473.10000000000002,0.015542161525224011
474,0.022731195374820917,474,0.059859277909174911,474,0.016104202165085658,474,0.023683739816722185,474,0.017832837415121691,474,0.021109373278061762,474,0.015737137916126243
474.89999999999998,0.022668463840356722,474.89999999999998,0.069536888685435269,474.89999999999998,0.01607114095097615,474.89999999999998,0.023973661232759416,474.89999999999998,0.017675160855522499,474.89999999999998,0.020968651187236675,474.89999999999998,0.01615421784796928
475.69999999999999,0.02221238863033324,475.69999999999999,0.071224706051897638,475.69999999999999,0.016256792384052622,475.69999999999999,0.023806659715334463,475.69999999999999,0.017412366589523835,475.69999999999999,0.020891508354314487,475.69999999999999,0.015808346684977492
476.60000000000002,0.022086925561404843,476.60000000000002,0.071980875359222804,476.60000000000002,0.016712867594076107,476.60000000000002,0.023994854318727055,476.60000000000002,0.017896416673024589,476.60000000000002,0.021618855064723684,476.60000000000002,0.015906682603867312
477.39999999999998,0.022684570585692121,477.39999999999998,0.07092037333740242,477.39999999999998,0.01724693336046048,477.39999999999998,0.024982452124818793,477.39999999999998,0.018050702338868966,477.39999999999998,0.022060518976289176,477.39999999999998,0.015628629315971955
478.30000000000001,0.022632859455931093,478.30000000000001,0.071100090706407951,478.30000000000001,0.016891737239642934,478.30000000000001,0.025028229190508882,478.30000000000001,0.018235506048506735,478.30000000000001,0.022341963157939352,478.30000000000001,0.015284453599857582
479.10000000000002,0.023110975475360916,479.10000000000002,0.068970609428380097,479.10000000000002,0.01626442189500097,479.10000000000002,0.025252875901765805,479.10000000000002,0.018459305036324949,479.10000000000002,0.022235150004662477,479.10000000000002,0.015391266753134457
480,0.022671854734111544,480,0.06940888244619077,480,0.016092334036943788,480,0.024997711146715489,480,0.01820414028127464,480,0.022028305485618373,480,0.015356510092147536
480.89999999999998,0.022930410382916679,480.89999999999998,0.070198960691064169,480.89999999999998,0.01642040300772276,480.89999999999998,0.025017208785805715,480.89999999999998,0.018533056975492315,480.89999999999998,0.022010503293405558,480.89999999999998,0.015978739096157272
481.69999999999999,0.022277663335113551,481.69999999999999,0.077175724591609249,481.69999999999999,0.017029068436713202,481.69999999999999,0.024614540152420667,481.69999999999999,0.018209226621906865,481.69999999999999,0.021933360460483376,481.69999999999999,0.01623814246840111
482.60000000000002,0.022033518984766406,482.60000000000002,0.082377355611505318,482.60000000000002,0.016574688673567133,482.60000000000002,0.024022829192204331,482.60000000000002,0.018566118189601827,482.60000000000002,0.021702779685155518,482.60000000000002,0.016656917847121554
