Data Set 1:Wavelength(nm),Data Set 1:Intensity
380.60000000000002,0.015751252511380692
381.39999999999998,0.015793638683315962
382.30000000000001,0.015672414231581094
383.19999999999999,0.015466417435975689
384,0.015863999728728501
384.89999999999998,0.01589790866627672
385.69999999999999,0.016199698210455821
386.60000000000002,0.01532230445139578
387.39999999999998,0.015362147453014932
388.30000000000001,0.015307045429499084
389.19999999999999,0.015229902596576896
390,0.015307045429499084
390.89999999999998,0.014968803777455646
391.69999999999999,0.015541864822020465
392.60000000000002,0.015792790959877255
393.39999999999998,0.015818222663038412
394.30000000000001,0.016179352847926896
395.19999999999999,0.015908929070979887
396,0.015841111195883457
396.89999999999998,0.015290090960724978
397.69999999999999,0.014950153861804129
398.60000000000002,0.015438442562498414
399.39999999999998,0.014612759933199396
400.30000000000001,0.014299949984317118
401.19999999999999,0.013692980002204083
402,0.014598348634741404
402.89999999999998,0.015069682866661582
403.69999999999999,0.015704627722251892
404.60000000000002,0.015282461449776626
405.39999999999998,0.015176496019938458
406.30000000000001,0.015257877470054172
407.19999999999999,0.015747861617625869
408,0.015748709341064572
408.89999999999998,0.015291786407602386
409.69999999999999,0.015203623169977028
410.60000000000002,0.015605444079923368
411.39999999999998,0.015870781516238146
412.30000000000001,0.01616239837915279
413.10000000000002,0.015628332612768414
414,0.015708866339445422
414.89999999999998,0.015279070556021805
415.69999999999999,0.015936056221018458
416.60000000000002,0.015611378143994303
417.39999999999998,0.01596657426481185
418.30000000000001,0.016175961954172074
419.10000000000002,0.0166549256970406
420,0.016996558242838859
420.89999999999998,0.017109305460186672
421.69999999999999,0.016968583369361585
422.60000000000002,0.016660859761111538
423.39999999999998,0.016769368361265826
424.30000000000001,0.016966887922484172
425.10000000000002,0.01666933699549859
426,0.016746479828420782
426.89999999999998,0.016261582021481317
427.69999999999999,0.016529462628112206
428.60000000000002,0.016040326203979216
429.39999999999998,0.016558285225028193
430.30000000000001,0.016455710688944841
431.10000000000002,0.016236150318320153
432,0.015667327890948858
432.89999999999998,0.015555428397039753
433.69999999999999,0.01555373295016234
434.60000000000002,0.015916558581928236
435.39999999999998,0.015973356052321495
436.30000000000001,0.016039478480540513
437.10000000000002,0.016075082864966138
438,0.016462492476454482
438.89999999999998,0.016217500402668637
439.69999999999999,0.015819918109915822
440.60000000000002,0.015547798886091405
441.39999999999998,0.015542712545459171
442.30000000000001,0.015887735985012249
443.10000000000002,0.015390122326492207
444,0.015063748802590647
444.89999999999998,0.01436352924222002
445.69999999999999,0.014601739528496227
446.60000000000002,0.01467040512703136
447.39999999999998,0.015197689105906092
448.30000000000001,0.014978976458720109
449.10000000000002,0.015086637335435691
450,0.015249400235667119
450.89999999999998,0.015698693658180957
451.69999999999999,0.015690216423793903
452.60000000000002,0.015471503776607921
453.39999999999998,0.01519599365902868
454.30000000000001,0.015627484889329708
455.10000000000002,0.015155302933970825
456,0.015073921483855109
456.89999999999998,0.014700923170824753
457.69999999999999,0.014720420809914975
458.60000000000002,0.014879792816391582
459.39999999999998,0.014907767689868861
460.30000000000001,0.015430813051550066
461.10000000000002,0.015826699897425463
462,0.016077626035282254
462.89999999999998,0.016042869374295336
463.69999999999999,0.015434203945304887
464.60000000000002,0.015092571399506627
465.39999999999998,0.015118003102667789
466.30000000000001,0.015201927723099619
467.10000000000002,0.015515585395420603
468,0.015791943236438549
468.89999999999998,0.015779227384857968
469.69999999999999,0.015279918279460512
470.60000000000002,0.015447767520324172
471.39999999999998,0.015752100234819395
472.30000000000001,0.015846197536515689
473.10000000000002,0.015274831938828278
474,0.014733136661495557
474.89999999999998,0.015326543068589306
475.69999999999999,0.015440985732814529
476.60000000000002,0.015689368700355196
477.39999999999998,0.015222273085628547
478.30000000000001,0.015036621652552075
479.10000000000002,0.015410467689021136
480,0.015716495850393773
480.89999999999998,0.015791095512999842
481.69999999999999,0.01560883497367819
482.60000000000002,0.015426574434356541
483.39999999999998,0.015925883539753993
484.30000000000001,0.0161640938260302
485.10000000000002,0.016203089104210647
486,0.015790247789561136
486.89999999999998,0.015492696862575555
487.69999999999999,0.015419792646846897
488.60000000000002,0.01547235150004663
489.39999999999998,0.015823309003670648
490.30000000000001,0.016034392139908281
491.10000000000002,0.016154768868204435
492,0.015830090791180289
492.89999999999998,0.015681739189406848
493.69999999999999,0.015528301247001179
494.60000000000002,0.015834329408373812
495.39999999999998,0.015998787755482653
496.30000000000001,0.015964878817934437
497.10000000000002,0.015542712545459171
498,0.01487301102888194
498.80000000000001,0.014755177470901897
499.69999999999999,0.014750091130269665
500.60000000000002,0.015801268194264306
501.39999999999998,0.016230216254249218
502.30000000000001,0.016510812712460694
503.10000000000002,0.015872476963115556
504,0.01564528708154252
504.80000000000001,0.015823309003670648
505.69999999999999,0.015861456558412389
506.60000000000002,0.015491849139136853
507.39999999999998,0.015206166340293146
508.30000000000001,0.015143434805828949
