Data Set 1:Wavelength(nm),Data Set 1:Intensity,Data Set 2:Wavelength(nm),Data Set 2:Intensity
459.39999999999998,0.01509231708247501,459.39999999999998,0.016185456456685569
460.30000000000001,0.015104185210616886,460.30000000000001,0.016185456456685569
461.10000000000002,0.015327984198435099,461.10000000000002,0.016388062358536151
462,0.015776429897510231,462,0.016758517501250389
462.89999999999998,0.015756084534981306,462.89999999999998,0.016198172308266149
463.69999999999999,0.015700982511465456,463.69999999999999,0.016476225596161503
464.60000000000002,0.014971092630740144,464.60000000000002,0.01592605308444173
465.39999999999998,0.01507960123089443,465.39999999999998,0.016461814297703513
466.30000000000001,0.015387324839144475,466.30000000000001,0.016551672982206278
467.10000000000002,0.015335613709383447,467.10000000000002,0.0171722065393386
468,0.015271186728041841,468,0.017546052575807665
468.89999999999998,0.014437874587794473,468.89999999999998,0.017074718343887484
469.69999999999999,0.015131312360655458,469.69999999999999,0.016988250553139541
470.60000000000002,0.014589617083322735,470.60000000000002,0.01669832913710231
471.39999999999998,0.015296618431203004,471.39999999999998,0.01715949068775802
472.30000000000001,0.014567576273916395,472.30000000000001,0.016709349541805474
473.10000000000002,0.015423776947008807,473.10000000000002,0.016144765731627712
474,0.015177937149784253,474,0.015351296592999497
474.89999999999998,0.015478878970524653,474.89999999999998,0.015482693725998828
475.69999999999999,0.014823588752405414,475.69999999999999,0.015255503844425792
476.60000000000002,0.015122835126268403,476.60000000000002,0.015893839593770921
477.39999999999998,0.015970558564973762,477.39999999999998,0.015613243135559451
478.30000000000001,0.016464781329738984,478.30000000000001,0.016518611768096769
479.10000000000002,0.016240134618482067,479.10000000000002,0.016790730991921191
480,0.015204216576384119,480,0.016931453082746278
480.89999999999998,0.015127073743461929,480.89999999999998,0.017151013453370969
481.69999999999999,0.015118596509074876,481.69999999999999,0.01697977331875249
482.60000000000002,0.015144028212236036,482.60000000000002,0.016965362020294496
483.39999999999998,0.01511435789188135,483.39999999999998,0.016561845663470749
484.30000000000001,0.015280511685867601,484.30000000000001,0.016624577197934944
485.10000000000002,0.015774734450632825,485.10000000000002,0.016722065393386061
486,0.015416995159499163,486,0.016857701143578915
486.89999999999998,0.015243211854564566,486.89999999999998,0.016932300806184988
487.69999999999999,0.015266948110848312,487.69999999999999,0.017078956961081013
488.60000000000002,0.015381390775073535,488.60000000000002,0.016819553588837174
489.39999999999998,0.015246602748319387,489.39999999999998,0.016896696421759363
490.30000000000001,0.014905817925959833,490.30000000000001,0.017047591193848917
491.10000000000002,0.01474898908979934,491.10000000000002,0.017431609911582442
492,0.015000762951094832,492,0.017629129472800792
492.89999999999998,0.015055017251171976,492.89999999999998,0.017849537566864183
493.69999999999999,0.015855268177309832,493.69999999999999,0.017869882929393108
494.60000000000002,0.016053635461966885,494.60000000000002,0.018303069606571552
495.39999999999998,0.016162991785559876,495.39999999999998,0.018531107211583291
496.30000000000001,0.015651814552020544,496.30000000000001,0.019269474326695655
497.10000000000002,0.015099098869984652,497.10000000000002,0.019107559149902933
498,0.014817654688334476,498,0.019396632842501458
498.80000000000001,0.014519256037910188,498.80000000000001,0.019111797767096463
499.69999999999999,0.014607419275535546,499.69999999999999,0.018572645660079851
500.60000000000002,0.014945660927578982,500.60000000000002,0.01789022829192204
501.39999999999998,0.015355959071912376,501.39999999999998,0.017614718174342799
502.30000000000001,0.015602646592575636,502.30000000000001,0.017479082424149944
503.10000000000002,0.015098251146545951,503.10000000000002,0.017769851563625878
504,0.01477102989920568,504,0.017936005357612129
504.80000000000001,0.014877843052482555,504.80000000000001,0.018236099454913824
505.69999999999999,0.015027042377694699,505.69999999999999,0.017611327280587976
506.60000000000002,0.015047387740223628,506.60000000000002,0.016533023066554766
507.39999999999998,0.014796461602366843,507.39999999999998,0.016037952578350837
508.30000000000001,0.015075362613700903,508.30000000000001,0.016170197434788872
509.10000000000002,0.015133007807532867,509.10000000000002,0.016455032510193875
510,0.015511092461195456,510,0.015953180234480301
510.80000000000001,0.01522540966235175,510.80000000000001,0.015354687486754318
511.69999999999999,0.015344090943770502,511.69999999999999,0.015185142799013248
512.5,0.015321202410925458,512.5,0.015532709408882444
513.29999999999995,0.01555432635656943,513.29999999999995,0.016143070284750299
514.10000000000002,0.015185566660732602,514.10000000000002,0.016204954095775794
514.89999999999998,0.015081296677771841,514.89999999999998,0.016237167586446593
515.70000000000005,0.014832913710231172,515.70000000000005,0.016165958817595343
516.5,0.015138094148165099,516.5,0.016160872476963111
517.29999999999995,0.015361893135983313,517.29999999999995,0.016367716996007219
518.10000000000002,0.015759475428736128,518.10000000000002,0.016314310419368781
518.89999999999998,0.015970558564973762,518.89999999999998,0.016327026270949365
519.70000000000005,0.015790841195968228,519.70000000000005,0.016552520705644985
520.5,0.01544327458609903,520.5,0.016661029305799272
521.20000000000005,0.01517285080915202,521.20000000000005,0.017084043301713245
522,0.015121139679390995,522,0.016821249035714584
522.79999999999995,0.015526351483092154,522.79999999999995,0.017014529979739401
523.60000000000002,0.01583661826165831,523.60000000000002,0.016764451565321324
524.39999999999998,0.015733196002136258,524.39999999999998,0.016598297771335074
525.20000000000005,0.015579758059730591,525.20000000000005,0.016283792375575389
526,0.015495833439298759,526,0.015920966743809498
526.79999999999995,0.015211846087332467,526.79999999999995,0.01636008748505887
527.60000000000002,0.015778125344387644,527.60000000000002,0.016650856624534808
528.39999999999998,0.015155896340377912,528.39999999999998,0.016871264718598202
529.20000000000005,0.015173698532590726,529.20000000000005,0.01614985207225994
530,0.014614201063045189,530,0.015792112781126282
530.70000000000005,0.015281359409306307,530.70000000000005,0.015225833524071104
531.5,0.015476335800208537,531.5,0.015645456626230257
532.29999999999995,0.015612819273840102,532.29999999999995,0.015736163034171732
533.10000000000002,0.015094860252791126,533.10000000000002,0.016057450217441059
533.89999999999998,0.014934640522875813,533.89999999999998,0.015675126946584947
534.70000000000005,0.014547230911387467,534.70000000000005,0.015299585463238471
535.5,0.014943117757262868,535.5,0.015265676525690258
536.29999999999995,0.015144875935674743,536.29999999999995,0.01567597467002365
537.10000000000002,0.014927011011927465,537.10000000000002,0.016022693556454141
537.89999999999998,0.014753227706992869,537.89999999999998,0.016256665225536818
538.70000000000005,0.014813416071140947,538.70000000000005,0.016304985461543027
539.5,0.014832065986792464,539.5,0.01581669676084874
540.20000000000005,0.01522201876859693,540.20000000000005,0.016004043640802622
541,0.01492107694785653,541,0.015888753253138693
541.79999999999995,0.015617057891033629,541.79999999999995,0.016174436051982398
542.60000000000002,0.015101642040300772,542.60000000000002,0.016350762527233116
543.39999999999998,0.015725566491187913,543.39999999999998,0.016449946169561643
544.20000000000005,0.01552889465340827,544.20000000000005,0.016627968091689763
545,0.015929867839915905,545,0.016026084450208963
545.79999999999995,0.015369522646931661,545.79999999999995,0.015855692039029184
546.60000000000002,0.015377152157880009,546.60000000000002,0.015859082932784006
547.39999999999998,0.015130464637216751,547.39999999999998,0.016105770453447264
548.20000000000005,0.015417842882937868,548.20000000000005,0.01622360401142731
549,0.015237277790493626,549,0.016196476861388736
549.70000000000005,0.015294075260886886,549.70000000000005,0.016238015309885299
550.5,0.015170307638835905,550.5,0.016444859828929403
551.29999999999995,0.014870213541534207,551.29999999999995,0.016438078041419762
552.10000000000002,0.014920229224417823,552.10000000000002,0.016453337063316458
552.89999999999998,0.014871908988411618,552.89999999999998,0.016321092206878423
553.70000000000005,0.014709993811618893,553.70000000000005,0.016483855107109851
554.5,0.014609962445851662,554.5,0.016812771801327533
555.29999999999995,0.014693039342844789,555.29999999999995,0.016984859659384725
556.10000000000002,0.015846790942922778,556.10000000000002,0.016841594398243516
556.89999999999998,0.015971406288412465,556.89999999999998,0.016854310249824096
557.70000000000005,0.015925629222722375,557.70000000000005,0.017053525257919852
558.5,0.015545849122182378,558.5,0.017394310080279408
559.20000000000005,0.015621296508227153,559.20000000000005,0.017277324245738065
560,0.015653509998897957,560,0.01674156303247628
560.79999999999995,0.015069428549629966,560.79999999999995,0.015993870959538158
561.60000000000002,0.015116053338758761,561.60000000000002,0.015650542966862486
562.39999999999998,0.015488203928350413,562.39999999999998,0.016043886642421772
563.20000000000005,0.015593321634749876,563.20000000000005,0.01610831362376338
564,0.015271186728041839,564,0.016246492544272354
564.79999999999995,0.014827827369598938,564.79999999999995,0.015567466069869366
565.60000000000002,0.015013478802675412,565.60000000000002,0.015959962021989942
566.39999999999998,0.015175393979468136,566.39999999999998,0.015656477030933424
567.20000000000005,0.015121987402829698,567.20000000000005,0.015825173995235788
568,0.015517026525266394,568,0.015354687486754318
568.70000000000005,0.01572641421462662,568.70000000000005,0.015671736052830124
569.5,0.015593321634749876,569.5,0.01584382391088731
570.29999999999995,0.015050778633978449,570.29999999999995,0.015707340437255746
571.10000000000002,0.014637089595890234,571.10000000000002,0.015713274501326684
571.89999999999998,0.0149956766104626,571.89999999999998,0.015577638751133828
572.70000000000005,0.01471423242881242,572.70000000000005,0.015978611937641461
573.5,0.015168612191958492,573.5,0.015811610420216508
574.29999999999995,0.015059255868365502,574.29999999999995,0.015910794062545034
575.10000000000002,0.015606037486330456,575.10000000000002,0.016158329306646995
575.89999999999998,0.01517624170290684,575.89999999999998,0.016182913286369456
576.70000000000005,0.015378847604757421,576.70000000000005,0.016409255444503786
577.5,0.015240668684248447,577.5,0.016494027788374322
578.20000000000005,0.015586539847240236,578.20000000000005,0.016392300975729676
579,0.015097403423107243,579,0.016012520875189677
579.79999999999995,0.015038062782397868,579.79999999999995,0.015670040605952711
580.60000000000002,0.014838847774302111,580.60000000000002,0.0160955977721828
581.39999999999998,0.015272034451480548,581.39999999999998,0.016491484618058199
582.20000000000005,0.015088078465281483,582.20000000000005,0.017141688495545211
583,0.014650653170909519,583,0.017746115307342131
583.79999999999995,0.01440227020336885,583.79999999999995,0.018425989505183829
584.60000000000002,0.014619287403677421,584.60000000000002,0.019651797597551774
585.39999999999998,0.015043996846468805,585.39999999999998,0.021417605520375034
586.20000000000005,0.014625221467748362,586.20000000000005,0.025745233674965878
587,0.014672693980315859,587,0.028509659808584047
587.70000000000005,0.014814263794579655,587.70000000000005,0.028049345981367036
588.5,0.01524745047175809,588.5,0.024108279714825834
589.29999999999995,0.014969397183862735,589.29999999999995,0.020477480226850791
590,0.014551469528580992,590,0.018573493383518554
590.79999999999995,0.01432343192356925,590.79999999999995,0.017701185965090745
591.5,0.014549774081703581,591.5,0.01730190822546052
592.29999999999995,0.014603180658342018,592.29999999999995,0.016952646168713916
593,0.014693039342844789,593,0.01697723014843637
593.79999999999995,0.014797309325805546,593.79999999999995,0.016476225596161503
594.5,0.015011783355798003,594.5,0.017005205021913647
595.29999999999995,0.014782050303908849,595.29999999999995,0.016844137568559632
596,0.014716775599128536,596,0.017225613115977041
596.79999999999995,0.014625221467748358,596.79999999999995,0.016609318176038248
597.5,0.014654891788103048,597.5,0.016395691869484499
598.29999999999995,0.01492107694785653,598.29999999999995,0.016550825258767575
599,0.015033824165204341,599,0.017108627281435702
599.79999999999995,0.015328831921873806,599.79999999999995,0.017343446673957083
600.5,0.015414451989183044,600.5,0.017301908225460523
601.29999999999995,0.015100794316862063,601.29999999999995,0.016909412273339943
602,0.01463030780838059,602,0.016321092206878426
602.79999999999995,0.014726948280393004,602.79999999999995,0.01602438900333155
603.5,0.015005849291727064,603.5,0.016048125259615301
604.29999999999995,0.015975644905605994,604.29999999999995,0.016328721717826771
605,0.016121453337063316,605,0.01627616286462704
605.79999999999995,0.01572641421462662,605.79999999999995,0.016396539592923198
606.5,0.015250841365512911,606.5,0.016498266405567841
607.29999999999995,0.014393792968981797,607.29999999999995,0.016007434534557441
608,0.014454829056568582,608,0.015820087654603559
608.79999999999995,0.01473118689758653,608.79999999999995,0.015737010757610435
609.5,0.015376304434441303,609.5,0.015874341954680703
610.29999999999995,0.015576367165975769,610.29999999999995,0.016072709239337755
611,0.015514483354950278,611,0.0163329603350203
611.79999999999995,0.01524236413112586,611.79999999999995,0.016891610081127131
612.5,0.015076210337139608,612.5,0.016859396590456328
613.29999999999995,0.014823588752405411,613.29999999999995,0.016557607046277217
614,0.014992285716707777,614,0.016809380907572707
614.79999999999995,0.015422929223570098,614.79999999999995,0.017134906708035566
615.5,0.015173698532590726,615.5,0.01779189237303222
616.29999999999995,0.014516712867594074,616.29999999999995,0.017251044819138205
617,0.014315802412620905,617,0.016803446843501775
617.79999999999995,0.014399727033052735,617.79999999999995,0.015694624585675169
618.5,0.015203368852945411,618.5,0.015018141281588295
619.29999999999995,0.01526016632333867,619.29999999999995,0.014822317167247355
620,0.015895111178928983,620,0.015179208734942308
620.79999999999995,0.015634860083246438,620.79999999999995,0.016128658986292309
621.5,0.015829836474148668,621.5,0.015912489509422444
622.29999999999995,0.01541021337198952,622.29999999999995,0.015825173995235791
623,0.015558564973762956,623,0.015375032849283246
623.79999999999995,0.015500919779930991,623.79999999999995,0.015797199121758518
624.5,0.015445817756415141,624.5,0.016037952578350837
625.29999999999995,0.015282207132745008,625.29999999999995,0.016015911768944496
626.10000000000002,0.015866288582013,626.10000000000002,0.016037104854912131
626.79999999999995,0.016588548951789968,626.79999999999995,0.016142222561311592
627.60000000000002,0.016528360587641885,627.60000000000002,0.016510134533709721
628.29999999999995,0.015758627705297422,628.29999999999995,0.016264294736485167
629.10000000000002,0.014932097352559699,629.10000000000002,0.016207497266091907
629.79999999999995,0.015275425345235367,629.79999999999995,0.015998109576731683
630.60000000000002,0.015433949628273267,630.60000000000002,0.015985393725151103
631.29999999999995,0.015858659071064655,631.29999999999995,0.015931987148512662
632.10000000000002,0.015433101904834564,632.10000000000002,0.015682756457533292
632.79999999999995,0.015813729728813269,632.79999999999995,0.015653086137178602
633.60000000000002,0.015861202241380771,633.60000000000002,0.015742097098242664
634.29999999999995,0.015884938497664522,634.29999999999995,0.016131202156608425
635.10000000000002,0.015157591787255323,635.10000000000002,0.016882285123301369
635.79999999999995,0.014970244907301439,635.79999999999995,0.016521154938412889
636.60000000000002,0.015534828717479207,636.60000000000002,0.016719522223069942
637.29999999999995,0.016073133101057107,637.29999999999995,0.016158329306646995
638.10000000000002,0.016080762612005455,638.10000000000002,0.016440621211735881
638.79999999999995,0.015307638835906173,638.79999999999995,0.015849757974958249
639.60000000000002,0.015121139679390992,639.60000000000002,0.016112552240956906
640.29999999999995,0.015151657723184385,640.29999999999995,0.01593961665946101
641.10000000000002,0.015094860252791126,641.10000000000002,0.015603070454294987
641.79999999999995,0.015049083187101037,641.79999999999995,0.015713274501326684
642.60000000000002,0.014774420792960501,642.60000000000002,0.015593745496469231
643.29999999999995,0.01542462467044751,643.29999999999995,0.016036257131473424
644.10000000000002,0.015096555699668536,644.10000000000002,0.015938768936022311
644.79999999999995,0.015322897857802865,644.79999999999995,0.016294812780278559
645.60000000000002,0.014931249629120992,645.60000000000002,0.016248187991149764
646.29999999999995,0.015063494485559025,646.29999999999995,0.015873494231241996
647.10000000000002,0.014812568347702242,647.10000000000002,0.015691233691920346
647.79999999999995,0.015393258903215414,647.79999999999995,0.01561917719963039
648.60000000000002,0.015090621635597599,648.60000000000002,0.015568313793308069
649.29999999999995,0.014753227706992869,649.29999999999995,0.015131736222374811
650.10000000000002,0.01403520595440943,650.10000000000002,0.015196163203716417
650.79999999999995,0.014769334452328271,650.79999999999995,0.014998643642498066
651.60000000000002,0.015363588582860726,651.60000000000002,0.01575989929045548
652.29999999999995,0.015764561769368361,652.29999999999995,0.015632740774649677
653.10000000000002,0.015482269864279474,653.10000000000002,0.015652238413739899
653.79999999999995,0.015596712528504697,653.79999999999995,0.015642065732475431
654.60000000000002,0.015353415901596258,654.60000000000002,0.015996414129854274
655.29999999999995,0.015155896340377912,655.29999999999995,0.016110009070640793
656.10000000000002,0.015155048616939205,656.10000000000002,0.015660715648126954
656.79999999999995,0.015261861770216083,656.79999999999995,0.015625111263701325
657.60000000000002,0.015427167840763627,657.60000000000002,0.01566156337156566
658.29999999999995,0.015434797351711974,658.29999999999995,0.016133745326924541
659.10000000000002,0.01550685384400193,659.10000000000002,0.01594046438289972
659.79999999999995,0.015791688919406927,659.79999999999995,0.016134593050363247
660.60000000000002,0.015727261938065323,660.60000000000002,0.015664106541881776
661.29999999999995,0.015570433101904833,661.29999999999995,0.01600997770487356
662.10000000000002,0.015450904097047377,662.10000000000002,0.015996414129854274
662.89999999999998,0.015409365648550815,662.89999999999998,0.016566084280664271
663.60000000000002,0.015560260420640367,663.60000000000002,0.016540652577503114
664.39999999999998,0.01545768588455702,664.39999999999998,0.017109475004874405
665.10000000000002,0.015437340522028092,665.10000000000002,0.018305612776887664
665.89999999999998,0.015646728211388312,665.89999999999998,0.019878987479124807
666.60000000000002,0.015700982511465456,666.60000000000002,0.021733806363012129
667.39999999999998,0.0155653467612726,667.39999999999998,0.022786678873884181
668.10000000000002,0.015667073573917244,668.10000000000002,0.022299237896628604
668.89999999999998,0.015857811347625948,668.89999999999998,0.021412519179742798
669.60000000000002,0.015873070369522645,669.60000000000002,0.019337292201792085
670.39999999999998,0.015595017081627287,670.39999999999998,0.017858862524689944
671.20000000000005,0.015476335800208537,671.20000000000005,0.016157481583208289
671.89999999999998,0.015569585378466127,671.89999999999998,0.015775158312352176
672.70000000000005,0.015145723659113448,672.70000000000005,0.01630752863185914
673.39999999999998,0.014874452158727734,673.39999999999998,0.016202410925459675
674.20000000000005,0.01517624170290684,674.20000000000005,0.015915880403177266
674.89999999999998,0.015504310673685814,674.89999999999998,0.015706492713817043
675.70000000000005,0.015644185041072199,675.70000000000005,0.015837889846816371
676.5,0.015384781668828357,676.5,0.015798894568635927
677.20000000000005,0.015322897857802869,677.20000000000005,0.015574247857379006
678,0.015281359409306307,678,0.015684451904410701
678.70000000000005,0.015338156879699565,678.70000000000005,0.01587095106092588
679.5,0.015339004603138268,679.5,0.015969286979815703
680.20000000000005,0.01545005637360867,680.20000000000005,0.015909946339106328
681,0.015276273068674073,681,0.015727685799784674
681.79999999999995,0.015568737655027422,681.79999999999995,0.015410637233708873
682.5,0.015628926019175503,682.5,0.015375880572721953
683.29999999999995,0.015441579139221619,683.29999999999995,0.015785330993616641
684,0.015191500724803537,684,0.015892144146893515
684.79999999999995,0.015149962276306975,684.79999999999995,0.016197324584827446
685.5,0.015563651314395192,685.5,0.016093054601866684
686.29999999999995,0.015170307638835902,686.29999999999995,0.016397387316361912
687.10000000000002,0.015082992124649251,687.10000000000002,0.016413494061697308
687.79999999999995,0.014243745920330947,687.79999999999995,0.016069318345582936
688.60000000000002,0.014843086391495635,688.60000000000002,0.015866712443732358
689.29999999999995,0.01480070021956037,689.29999999999995,0.015588659155836997
690.10000000000002,0.01536613175317684,690.10000000000002,0.015509820876037399
690.79999999999995,0.015706916575536394,690.79999999999995,0.015570856963624183
691.60000000000002,0.016403745242152195,691.60000000000002,0.015930291701635256
692.39999999999998,0.016877622644388492,692.39999999999998,0.01613967939099548
693.10000000000002,0.016148580487101886,693.10000000000002,0.015909098615667621
693.89999999999998,0.015380543051634834,693.89999999999998,0.015722599459152446
694.60000000000002,0.014896492968134072,694.60000000000002,0.015616634029314276
695.39999999999998,0.01507960123089443,695.39999999999998,0.015891296423454809
696.10000000000002,0.015567042208150009,696.10000000000002,0.015607309071488515
696.89999999999998,0.015777277620948941,696.89999999999998,0.015566618346430658
697.70000000000005,0.015476335800208537,697.70000000000005,0.015403855446199228
698.39999999999998,0.01495922450259827,698.39999999999998,0.016277858311504453
699.20000000000005,0.014843934114934339,699.20000000000005,0.016653399794850927
699.89999999999998,0.015184718937293895,699.89999999999998,0.016899239592075479
700.70000000000005,0.015273729898357956,700.70000000000005,0.016831421716979052
701.39999999999998,0.015355111348473671,701.39999999999998,0.016819553588837174
702.20000000000005,0.015254232259267732,702.20000000000005,0.017391766909963288
703,0.015369522646931661,703,0.017367182930240834
703.70000000000005,0.015350872731280142,703.70000000000005,0.018061468426540522
704.5,0.015482269864279474,704.5,0.018459898442732037
705.20000000000005,0.015422929223570098,705.20000000000005,0.019606868255300388
706,0.015305095665590055,706,0.020358798945432039
706.79999999999995,0.01547972669396336,706.79999999999995,0.020461373481515388
707.5,0.015405127031357288,707.5,0.019648406703796948
708.29999999999995,0.015378847604757421,708.29999999999995,0.01888545560896213
709.10000000000002,0.015000762951094832,709.10000000000002,0.018064011596856638
709.89999999999998,0.014914295160346886,709.89999999999998,0.017173054262777307
710.70000000000005,0.015196587065435771,710.70000000000005,0.016817010418521055
711.5,0.015476335800208537,711.5,0.016905173656146417
712.29999999999995,0.015579758059730591,712.29999999999995,0.017544357128930255
713.10000000000002,0.015216932427964697,713.10000000000002,0.017452802997550077
713.89999999999998,0.014937183693191931,713.89999999999998,0.016666963369870214
714.70000000000005,0.01491005654315336,714.70000000000005,0.016407559997626373
715.5,0.015283054856183715,715.5,0.015996414129854274
716.29999999999995,0.01528220713274501,716.29999999999995,0.016281249205259272
717.10000000000002,0.015327984198435099,717.10000000000002,0.015860778379661416
717.89999999999998,0.015397497520408939,717.89999999999998,0.015466586980663426
718.70000000000005,0.015730652831820142,718.70000000000005,0.015561532005798425
719.5,0.015515331078388983,719.5,0.01526143790849673
720.29999999999995,0.015512787908072867,720.29999999999995,0.015698015479429988
721.10000000000002,0.01488971118062443,721.10000000000002,0.015537795749514676
721.89999999999998,0.015108423827810412,721.89999999999998,0.016208344989530613
722.70000000000005,0.015157591787255323,722.70000000000005,0.016709349541805481
723.5,0.015156744063816617,723.5,0.016789883268482488
724.29999999999995,0.015546696845621081,724.29999999999995,0.016366869272568516
725.10000000000002,0.015350872731280144,725.10000000000002,0.015716665395081507
725.89999999999998,0.015782363961581173,725.89999999999998,0.015885362359383867
726.70000000000005,0.015365284029738134,726.70000000000005,0.015895535040648338
727.39999999999998,0.015218627874842107,727.39999999999998,0.016065079728389407
