RelTime,Date_(UT)_HR:MN,RA_h,RA_m,RA_s,Dec_sign,Dec_d,Dec_m,Dec_s,APmag,S-brt,delta,deldot,S-O-T,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR
93,2000-Apr-03 12:00,19,44,57.94,-,17,51,56.0,17.956,1.619,0.76915031616030 -3.5361392,/*,0.0070,3.9261694,84.345877,-5.533114,n.a.
94,2000-Apr-04 12:00,19,51,28.19,-,17,34,54.7,17.945,1.613,0.76714715565123 -3.3999979,/*,0.0070,3.9467002,84.565143,-5.307556,n.a.
95,2000-Apr-05 12:00,19,57,59.18,-,17,17,00.1,17.934,1.608,0.76522357828651 -3.2605706,/*,0.0070,3.9665673,84.789810,-5.078373,n.a.
96,2000-Apr-06 12:00,20,04,30.80,-,16,58,12.8,17.924,1.602,0.76338145560323 -3.1179495,/*,0.0070,3.9857342,85.019732,-4.845689,n.a.
97,2000-Apr-07 12:00,20,11,02.92,-,16,38,33.2,17.914,1.597,0.76162260361287 -2.9722347,/*,0.0070,4.0041645,85.254752,-4.609634,n.a.
98,2000-Apr-08 12:00,20,17,35.45,-,16,18,02.1,17.904,1.593,0.75994877820091 -2.8235343,/*,0.0071,4.0218229,85.494695,-4.370347,n.a.
99,2000-Apr-09 12:00,20,24,08.26,-,15,56,40.3,17.895,1.588,0.75836167056130 -2.6719641,/*,0.0071,4.0386746,85.739376,-4.127971,n.a.
100,2000-Apr-10 12:00,20,30,41.25,-,15,34,28.8,17.886,1.584,0.75686290268967 -2.5176480,/*,0.0071,4.0546858,85.988594,-3.882654,n.a.
101,2000-Apr-11 12:00,20,37,14.30,-,15,11,28.4,17.878,1.580,0.75545402295943 -2.3607170,/*,0.0071,4.0698238,86.242135,-3.634551,n.a.
102,2000-Apr-12 12:00,20,43,47.33,-,14,47,40.4,17.871,1.576,0.75413650180571 -2.2013098,/*,0.0071,4.0840570,86.499773,-3.383823,n.a.
103,2000-Apr-13 12:00,20,50,20.21,-,14,23,05.9,17.864,1.572,0.75291172754214 -2.0395721,/*,0.0071,4.0973554,86.761268,-3.130635,n.a.
104,2000-Apr-14 12:00,20,56,52.87,-,13,57,46.2,17.857,1.569,0.75178100233552 -1.8756564,/*,0.0071,4.1096904,87.026367,-2.875158,n.a.
105,2000-Apr-15 12:00,21,03,25.19,-,13,31,42.8,17.851,1.566,0.75074553836317 -1.7097218,/*,0.0071,4.1210352,87.294806,-2.617566,n.a.
106,2000-Apr-16 12:00,21,09,57.10,-,13,04,57.0,17.846,1.564,0.74980645417745 -1.5419333,/*,0.0072,4.1313648,87.566310,-2.358040,n.a.
107,2000-Apr-17 12:00,21,16,28.51,-,12,37,30.5,17.841,1.561,0.74896477130073 -1.3724618,/*,0.0072,4.1406561,87.840595,-2.096763,n.a.
108,2000-Apr-18 12:00,21,22,59.32,-,12,09,24.9,17.836,1.559,0.74822141107369 -1.2014833,/*,0.0072,4.1488883,88.117365,-1.833923,n.a.
109,2000-Apr-19 12:00,21,29,29.47,-,11,40,41.8,17.833,1.557,0.74757719177800 -1.0291786,/*,0.0072,4.1560425,88.396316,-1.569711,n.a.
110,2000-Apr-20 12:00,21,35,58.88,-,11,11,23.2,17.830,1.555,0.74703282605330 -0.8557325,/*,0.0072,4.1621023,88.677138,-1.304320,n.a.
111,2000-Apr-21 12:00,21,42,27.48,-,10,41,30.7,17.827,1.554,0.74658891862643 -0.6813338,/*,0.0072,4.1670539,88.959513,-1.037948,n.a.
112,2000-Apr-22 12:00,21,48,55.20,-,10,11,06.5,17.825,1.553,0.74624596436900 -0.5061741,/*,0.0072,4.1708855,89.243116,-0.770792,n.a.
113,2000-Apr-23 12:00,21,55,21.99,-,09,40,12.3,17.824,1.553,0.74600434669719 -0.3304477,/*,0.0072,4.1735884,89.527621,-0.503054,n.a.
114,2000-Apr-24 12:00,22,01,47.78,-,09,08,50.2,17.823,1.552,0.74586433632542 -0.1543504,/*,0.0072,4.1751562,89.812695,-0.234935,n.a.
115,2000-Apr-25 12:00,22,08,12.53,-,08,37,02.2,17.823,1.552,0.74582609038287 0.0219205,/*,0.0072,4.1755852,90.098006,0.0333624,n.a.
116,2000-Apr-26 12:00,22,14,36.17,-,08,04,50.5,17.823,1.552,0.74588965189951 0.1981671,/*,0.0072,4.1748744,90.383218,0.3016351,n.a.
117,2000-Apr-27 12:00,22,20,58.68,-,07,32,17.0,17.824,1.553,0.74605494966524 0.3741919,/*,0.0072,4.1730254,90.667999,0.5696801,n.a.
118,2000-Apr-28 12:00,22,27,20.00,-,06,59,24.0,17.825,1.553,0.74632179846355 0.5497978,/*,0.0072,4.1700427,90.952015,0.8372949,n.a.
119,2000-Apr-29 12:00,22,33,40.10,-,06,26,13.6,17.828,1.555,0.74668989967761 0.7247891,/*,0.0072,4.1659331,91.234937,1.1042781,n.a.
120,2000-Apr-30 12:00,22,39,58.95,-,05,52,48.0,17.830,1.556,0.74715884226476 0.8989724,/*,0.0072,4.1607063,91.516438,1.3704296,n.a.
121,2000-May-01 12:00,22,46,16.51,-,05,19,09.2,17.834,1.558,0.74772810409206 1.0721565,/*,0.0072,4.1543744,91.796198,1.6355511,n.a.
122,2000-May-02 12:00,22,52,32.75,-,04,45,19.5,17.837,1.559,0.74839705362320 1.2441538,/*,0.0072,4.1469520,92.073902,1.8994468,n.a.
