RelTime,UT,x,y,z
1162,2003-Mar-08 12:00,0.20033307313202614,0.8598999058953379,0.32509664925222387
1163,2003-Mar-09 12:00,0.1841782118996617,0.8663788302194965,0.3270899258939226
1164,2003-Mar-10 12:00,0.16795817909380403,0.872553269367284,0.32896829746445533
1165,2003-Mar-11 12:00,0.15168017717104157,0.8784240199552523,0.3307324600334577
1166,2003-Mar-12 12:00,0.1353501327195378,0.8839925365128771,0.3323822774450137
1167,2003-Mar-13 12:00,0.11897379242172819,0.8892596880914327,0.33391937811449723
1168,2003-Mar-14 12:00,0.10255693280743465,0.8942270262679936,0.3353436929872956
1169,2003-Mar-15 12:00,0.08610653400601326,0.8988958682959076,0.33665561723423965
1170,2003-Mar-16 12:00,0.06962686248335201,0.9032673874577626,0.33785689650850986
1171,2003-Mar-17 12:00,0.05312481033170987,0.9073433645513512,0.3389471239803351
1172,2003-Mar-18 12:00,0.03660518478368696,0.9111251500517754,0.3399276840593455
1173,2003-Mar-19 12:00,0.020074075259537378,0.9146143888257396,0.340799120634012
1174,2003-Mar-20 12:00,0.00353684734832313,0.9178128224412304,0.34156201327533936
1175,2003-Mar-21 12:00,-0.013001865587900743,0.9207220626614471,0.3422174242442313
1176,2003-Mar-22 12:00,-0.029536151483048095,0.9233439265847015,0.3427660105609037
1177,2003-Mar-23 12:00,-0.04606217135091353,0.9256802244798121,0.34320846659560955
1178,2003-Mar-24 12:00,-0.06257344839241145,0.9277327318285709,0.34354597534188025
1179,2003-Mar-25 12:00,-0.07906559627167759,0.929503525712863,0.34377885938558955
1180,2003-Mar-26 12:00,-0.09553426827524347,0.9309943488508856,0.34390838158655657
1181,2003-Mar-27 12:00,-0.11197450708908872,0.9322071901156186,0.3439353945129527
1182,2003-Mar-28 12:00,-0.12838143160101928,0.9331442502744072,0.3438603334478105
1183,2003-Mar-29 12:00,-0.14475017366720971,0.9338074458661553,0.34368458374043576
1184,2003-Mar-30 12:00,-0.16107732146266793,0.9341988365293749,0.34340865735641685
1185,2003-Mar-31 12:00,-0.17735813674441772,0.9343205268949267,0.3430335616329746
1186,2003-Apr-01 12:00,-0.1935879303526184,0.9341746697950051,0.34256034428497556
1187,2003-Apr-02 12:00,-0.20976345657455356,0.9337633234733567,0.3419896295890967
1188,2003-Apr-03 12:00,-0.22587877203234125,0.9330889941518429,0.3413225421125221
1189,2003-Apr-04 12:00,-0.24193137488763705,0.9321534516039907,0.34056024722240613
1190,2003-Apr-05 12:00,-0.2579168590776868,0.9309592560776624,0.3397030144711759
1191,2003-Apr-06 12:00,-0.2738314211594967,0.9295083379614145,0.3387525521257319
1192,2003-Apr-07 12:00,-0.28967076118929314,0.9278033170568504,0.3377092015061812
1193,2003-Apr-08 12:00,-0.3054318884581925,0.925846100739103,0.3365742787051138
1194,2003-Apr-09 12:00,-0.32111060923597295,0.9236393313524347,0.33534819258429605
1195,2003-Apr-10 12:00,-0.33670262585333893,0.9211852365233576,0.3340328080119676
1196,2003-Apr-11 12:00,-0.35220591236427723,0.9184859369255991,0.3326281286764507
1197,2003-Apr-12 12:00,-0.3676155866754693,0.9155439269987586,0.3311360953254337
1198,2003-Apr-13 12:00,-0.3829290496794876,0.9123615607274272,0.3295567760625554
1199,2003-Apr-14 12:00,-0.39814230297476494,0.9089414257972438,0.3278912249193919
1200,2003-Apr-15 12:00,-0.4132526516685869,0.9052854130912925,0.32614101318528893
1201,2003-Apr-16 12:00,-0.42825624824392833,0.9013962883582355,0.32430678459384293
1202,2003-Apr-17 12:00,-0.44315060981888343,0.8972762143520188,0.3223892118733701
1203,2003-Apr-18 12:00,-0.45793184762884015,0.8929276982952139,0.32038996968444006
1204,2003-Apr-19 12:00,-0.47259762786598797,0.8883530257310992,0.3183093085866347
1205,2003-Apr-20 12:00,-0.4871442213250329,0.8835548706591356,0.31614848072668716
1206,2003-Apr-21 12:00,-0.5015685894549644,0.8785355917636833,0.31390877192899463
1207,2003-Apr-22 12:00,-0.5158678851299684,0.8732978154682203,0.3115905179325612
1208,2003-Apr-23 12:00,-0.5300403369287799,0.8678430046537369,0.30919555641366675
1209,2003-Apr-24 12:00,-0.5440812749999078,0.862174913258798,0.3067242802021553
1210,2003-Apr-25 12:00,-0.5579891578432333,0.856295256960574,0.3041776001917377
1211,2003-Apr-26 12:00,-0.5717611311982376,0.8502063816135204,0.30155695140515665
1212,2003-Apr-27 12:00,-0.5853939264606018,0.8439113075049156,0.298862804993448
1213,2003-Apr-28 12:00,-0.598884777502098,0.8374124180591882,0.29609665243061184
1214,2003-Apr-29 12:00,-0.6122323293823185,0.8307114461081235,0.29325901595516135
1215,2003-Apr-30 12:00,-0.625432746054827,0.8238117477728757,0.29035094093862657
1216,2003-May-01 12:00,-0.6384839634184101,0.8167152561905298,0.28737400146378966
1217,2003-May-02 12:00,-0.6513836001928125,0.8094246752669181,0.2843282907752801
1218,2003-May-03 12:00,-0.6641289665171846,0.8019422739239465,0.28121593795445277
1219,2003-May-04 12:00,-0.6767172619298882,0.7942713498246828,0.2780365765791131
1220,2003-May-05 12:00,-0.6891470242122104,0.786413208411872,0.2747923869645232
1221,2003-May-06 12:00,-0.7014154293748471,0.778371029042231,0.2714835505332308
1222,2003-May-07 12:00,-0.7135200947536098,0.7701473038665249,0.26811128268513756
1223,2003-May-08 12:00,-0.7254586694638102,0.7617445313077976,0.2646768228065156
1224,2003-May-09 12:00,-0.7372289227382551,0.753165307050173,0.26118092291949835
1225,2003-May-10 12:00,-0.7488291079438297,0.7444115916955192,0.2576248663467134
1226,2003-May-11 12:00,-0.7602565020051048,0.7354865117486655,0.25400944648249946
1227,2003-May-12 12:00,-0.7715094940894924,0.726392103661596,0.2503354755850306
1228,2003-May-13 12:00,-0.7825854326138477,0.7171315090192558,0.24660378456818066
1229,2003-May-14 12:00,-0.7934825747359715,0.7077065908107949,0.24281625372612087
1230,2003-May-15 12:00,-0.8041984274349108,0.6981205979522833,0.2389732393147979
1231,2003-May-16 12:00,-0.8147314656166446,0.6883755435254069,0.23507562916708458
1232,2003-May-17 12:00,-0.8250790888214647,0.6784745409285348,0.2311248466032844
1233,2003-May-18 12:00,-0.8352403838542813,0.6684190610323835,0.2271212980389076
1234,2003-May-19 12:00,-0.8452123162687879,0.6582128358468097,0.22306644266043318
1235,2003-May-20 12:00,-0.8549933519110569,0.6478578036349062,0.2189617593067883
1236,2003-May-21 12:00,-0.8645817422106897,0.6373567024402232,0.2148071836981211
1237,2003-May-22 12:00,-0.8739755072119644,0.626712079188613,0.21060422652813188
1238,2003-May-23 12:00,-0.8831726937799182,0.6159264966666391,0.20635441699455925
1239,2003-May-24 12:00,-0.8921716191478174,0.6050026990217617,0.2020577344054099
1240,2003-May-25 12:00,-0.9009703753809191,0.593943262427125,0.1977157381682184
1241,2003-May-26 12:00,-0.9095670812482954,0.5827507810392063,0.19333000497013045
1242,2003-May-27 12:00,-0.9179601158846767,0.5714280127443546,0.18890055551526327
1243,2003-May-28 12:00,-0.9261480488654802,0.5599768965743681,0.18442899492887657
1244,2003-May-29 12:00,-0.9341287958541795,0.5484008154577106,0.1799158940068799
1245,2003-May-30 12:00,-0.9419009555014325,0.5367017258558439,0.17536288667553127
1246,2003-May-31 12:00,-0.9494625008768357,0.5248830449103086,0.17077056999508972
1247,2003-Jun-01 12:00,-0.9568117574245126,0.5129474843530564,0.1661400788825095
1248,2003-Jun-02 12:00,-0.9639474365643179,0.5008970701648536,0.1614725610544511
1249,2003-Jun-03 12:00,-0.970867880726312,0.48873453036828335,0.15676917666578044
1250,2003-Jun-04 12:00,-0.9775715200626951,0.4764626432491739,0.15203057070434658
1251,2003-Jun-05 12:00,-0.9840563975923943,0.4640848837745229,0.14725792636597335
1252,2003-Jun-06 12:00,-0.9903212710738903,0.45160332479217413,0.14245243834228172
1253,2003-Jun-07 12:00,-0.9963649450571525,0.43902006843101293,0.13761478456755924
1254,2003-Jun-08 12:00,-1.0021851535356683,0.4263393509194464,0.13274670912217096
1255,2003-Jun-09 12:00,-1.0077811092980296,0.4135626107390703,0.12784838266584295
1256,2003-Jun-10 12:00,-1.013150862475579,0.4006933875227046,0.1229220979263251
1257,2003-Jun-11 12:00,-1.0182933169701938,0.3877338748022093,0.11796804486290048
1258,2003-Jun-12 12:00,-1.0232070227684762,0.3746869903096562,0.11298695061783048
1259,2003-Jun-13 12:00,-1.0278901342966476,0.3615563691337704,0.10798113619266964
1260,2003-Jun-14 12:00,-1.0323416284040245,0.34834427793337963,0.10295028989459724
1261,2003-Jun-15 12:00,-1.0365602175523048,0.33505291000644283,0.0978967496091867
1262,2003-Jun-16 12:00,-1.040544088179215,0.32168681182239534,0.09282074828794278
1263,2003-Jun-17 12:00,-1.044292552788233,0.3082467526483096,0.08772358302571857
1264,2003-Jun-18 12:00,-1.0478037230517778,0.29473730183056474,0.08260708577151918
1265,2003-Jun-19 12:00,-1.0510765482561972,0.2811608238812197,0.07747151182880853
1266,2003-Jun-20 12:00,-1.0541098806662468,0.26751968248521957,0.07231817895520652
1267,2003-Jun-21 12:00,-1.05690219289666,0.25381780678612925,0.06714841082267187
1268,2003-Jun-22 12:00,-1.059452406211408,0.24005763723867346,0.06196300986765559
1269,2003-Jun-23 12:00,-1.0617592053371108,0.22624240244814786,0.056763837455005656
1270,2003-Jun-24 12:00,-1.063821390462628,0.2123753889780012,0.05155118025264221
1271,2003-Jun-25 12:00,-1.0656378540964255,0.19845913004388938,0.046326908692738776
1272,2003-Jun-26 12:00,-1.0672073976910659,0.18449698159244665,0.04109184506151005
1273,2003-Jun-27 12:00,-1.0685289727311913,0.17049156271662755,0.03584681662493494
1274,2003-Jun-28 12:00,-1.0696013739699752,0.1564463043118561,0.030593703583368142
1275,2003-Jun-29 12:00,-1.0704234567109652,0.14236468672911204,0.02533386279947972
1276,2003-Jun-30 12:00,-1.070994228809306,0.12824945959239692,0.020067606883071427
1277,2003-Jul-01 12:00,-1.0713125738830327,0.11410419145039018,0.014796821432875263
1278,2003-Jul-02 12:00,-1.0713774377316772,0.09993250152365445,0.00952234701509163
1279,2003-Jul-03 12:00,-1.071187923189039,0.08573649825403984,0.004245548070577411
1280,2003-Jul-04 12:00,-1.0707429925865883,0.07151989910101701,-0.0010322111890299342
1281,2003-Jul-05 12:00,-1.0700416560873758,0.05728647307595236,-0.0063095673667725545
1282,2003-Jul-06 12:00,-1.069083004825101,0.04303926345413105,-0.011585158472953851
1283,2003-Jul-07 12:00,-1.0678661236680758,0.028781368440888626,-0.016858660332984925
1284,2003-Jul-08 12:00,-1.0663901213200788,0.014516720216469324,-0.02212767634650273
1285,2003-Jul-09 12:00,-1.0646541559614962,0.00024853051508636197,-0.027390852168072143
1286,2003-Jul-10 12:00,-1.0626573700514839,-0.014019928669578744,-0.03264786777132603
1287,2003-Jul-11 12:00,-1.0603989794236943,-0.02828455183654835,-0.03789685711320125
1288,2003-Jul-12 12:00,-1.0578781890469684,-0.04254271590677825,-0.04313647610661154
1289,2003-Jul-13 12:00,-1.0550943322511224,-0.056789424965429075,-0.04836487394879877
1290,2003-Jul-14 12:00,-1.052046575724981,-0.07102269099523932,-0.053581743884642666
1291,2003-Jul-15 12:00,-1.0487343102168218,-0.08523815793284895,-0.058784737018230226
1292,2003-Jul-16 12:00,-1.045156924826064,-0.0994314062634395,-0.0639730477351125
1293,2003-Jul-17 12:00,-1.0413136577591622,-0.11360023091247198,-0.06914536633495878
1294,2003-Jul-18 12:00,-1.0372041428873569,-0.12773932476317124,-0.07429937866965543
1295,2003-Jul-19 12:00,-1.0328276911248186,-0.1418455719020127,-0.07943481160574728
1296,2003-Jul-20 12:00,-1.0281838689802985,-0.1559150413938195,-0.08454937588442236
1297,2003-Jul-21 12:00,-1.0232720528810442,-0.16994445883666873,-0.08964231210694226
1298,2003-Jul-22 12:00,-1.018092018330796,-0.18392900028153286,-0.09471136286802062
1299,2003-Jul-23 12:00,-1.0126434101204973,-0.19786450804564992,-0.09975529449336984
1300,2003-Jul-24 12:00,-1.006925616841052,-0.21174821400274446,-0.10477288688199238
1301,2003-Jul-25 12:00,-1.0009385455547655,-0.2255750677309576,-0.10976243677272972
1302,2003-Jul-26 12:00,-0.9946819824557837,-0.23934067441368212,-0.11472275765299976
1303,2003-Jul-27 12:00,-0.9881555194016964,-0.2530420283547884,-0.11965168983728339
1304,2003-Jul-28 12:00,-0.9813592736587329,-0.2666738620279964,-0.12454759526945515
1305,2003-Jul-29 12:00,-0.9742929498815407,-0.28023223825699195,-0.12940984268665343
1306,2003-Jul-30 12:00,-0.9669565254899432,-0.2937131909571589,-0.1342358533900357
1307,2003-Jul-31 12:00,-0.959350067652523,-0.3071119139722339,-0.1390245519008618
1308,2003-Aug-01 12:00,-0.9514736204434008,-0.3204242596343166,-0.14377390960024772
1309,2003-Aug-02 12:00,-0.943327149557701,-0.3336459451990154,-0.14848290226690708
1310,2003-Aug-03 12:00,-0.9349111281544221,-0.34677198377446994,-0.1531490774887709
1311,2003-Aug-04 12:00,-0.9262254723782188,-0.3597986250870437,-0.15777098948987248
1312,2003-Aug-05 12:00,-0.9172709340041219,-0.3727199976544484,-0.1623472233816855
1313,2003-Aug-06 12:00,-0.9080476370233166,-0.38553220082697537,-0.16687591784998962
1314,2003-Aug-07 12:00,-0.8985560311769215,-0.39823056771481763,-0.17135525145646283
1315,2003-Aug-08 12:00,-0.888796344160974,-0.41081099189361114,-0.17578344381725533
1316,2003-Aug-09 12:00,-0.8787696920086149,-0.42326729738534785,-0.18015922964196004
1317,2003-Aug-10 12:00,-0.8684766304965297,-0.43559528854874574,-0.18447996648665502
1318,2003-Aug-11 12:00,-0.857917857603158,-0.44778992311351346,-0.18874447866419106
1319,2003-Aug-12 12:00,-0.8470943200720934,-0.45984615628575154,-0.19295069401191484
1320,2003-Aug-13 12:00,-0.8360067178932453,-0.47175947866720397,-0.1970965945584609
1321,2003-Aug-14 12:00,-0.8246564344818254,-0.48352402806418515,-0.20118068120034271
1322,2003-Aug-15 12:00,-0.8130440747749202,-0.4951357731139636,-0.20520058059684987
1323,2003-Aug-16 12:00,-0.8011715855516344,-0.5065881162712093,-0.20915490394862618
1324,2003-Aug-17 12:00,-0.7890396628337927,-0.517876804203352,-0.21304185572289044
1325,2003-Aug-18 12:00,-0.7766499885054536,-0.5289964357633449,-0.21685878890826046
1326,2003-Aug-19 12:00,-0.7640040968128925,-0.5399413800041718,-0.2206044939192577
