RelTime,UT,x,y,z
5615,2015-May-17 12:00,0.6577169417324468,-0.33473681950891876,-0.10777437436867476
5616,2015-May-18 12:00,0.6677868044317489,-0.31676539717887364,-0.10083444577452144
5617,2015-May-19 12:00,0.6773804509971304,-0.29856856832906503,-0.09382273639626007
5618,2015-May-20 12:00,0.6864918877438012,-0.2801585561775384,-0.08674453699808839
5619,2015-May-21 12:00,0.6951150169219218,-0.26154947640948795,-0.07960444095116818
5620,2015-May-22 12:00,0.703244416536695,-0.24275529264829426,-0.07240779234582383
5621,2015-May-23 12:00,0.7108759116361388,-0.2237882557258565,-0.06515961924151423
5622,2015-May-24 12:00,0.7180047415849604,-0.2046639571083752,-0.05786572716659108
5623,2015-May-25 12:00,0.7246279077600944,-0.18539465124878174,-0.050530902894435806
5624,2015-May-26 12:00,0.7307421090397795,-0.1659953862281983,-0.043160730944421404
5625,2015-May-27 12:00,0.7363449631648018,-0.14648036665953953,-0.035760153757196184
5626,2015-May-28 12:00,0.741434798156424,-0.1268628560193956,-0.02833493245572273
5627,2015-May-29 12:00,0.7460102226657489,-0.1071578406004602,-0.020889835232635427
5628,2015-May-30 12:00,0.750070716715767,-0.0873782122499955,-0.01343046505476508
5629,2015-May-31 12:00,0.7536160118177843,-0.06753907092089123,-0.00596180668512655
5630,2015-Jun-01 12:00,0.756646633870861,-0.047653337400579324,0.0015110388132173397
5631,2015-Jun-02 12:00,0.7591634864808389,-0.027735542665996253,0.008982479800222971
5632,2015-Jun-03 12:00,0.7611680818554555,-0.0077990563993730055,0.016448270133377386
5633,2015-Jun-04 12:00,0.7626624273157717,0.012142849445775792,0.023902930715767965
5634,2015-Jun-05 12:00,0.7636490297870107,0.03207647355736376,0.0313415867787025
5635,2015-Jun-06 12:00,0.7641308762981392,0.051988820700515956,0.038759600438611555
5636,2015-Jun-07 12:00,0.7641113650981843,0.07186763097617702,0.046152199333854775
5637,2015-Jun-08 12:00,0.7635944718317009,0.09169917986160013,0.053514846920118056
5638,2015-Jun-09 12:00,0.7625845158242941,0.1114716421670794,0.06084249700176853
5639,2015-Jun-10 12:00,0.7610862366012627,0.1311723133054728,0.06813183478166483
5640,2015-Jun-11 12:00,0.7591046561537066,0.1507904402193042,0.07537754325816563
5641,2015-Jun-12 12:00,0.7566454541682626,0.17031332700142407,0.08257566689928804
5642,2015-Jun-13 12:00,0.7537143374251791,0.1897302286107887,0.08972249679039222
5643,2015-Jun-14 12:00,0.7503176066877985,0.20902961426577102,0.09681419717095048
5644,2015-Jun-15 12:00,0.7464618837580914,0.22820086734697992,0.10384604906941777
5645,2015-Jun-16 12:00,0.7421536486309056,0.24723417661445782,0.11081547686866239
5646,2015-Jun-17 12:00,0.7373999964651703,0.26611958715328765,0.11771827322254304
5647,2015-Jun-18 12:00,0.7322085604779361,0.28484639095597347,0.12455125024330839
5648,2015-Jun-19 12:00,0.7265867243821429,0.3034058829712297,0.13131072653607556
5649,2015-Jun-20 12:00,0.7205421079680991,0.3217891202371746,0.13799405509447604
5650,2015-Jun-21 12:00,0.7140829007961584,0.33998706065332884,0.14459772076183078
5651,2015-Jun-22 12:00,0.7072170868519877,0.35799148719917423,0.1511192552896437
5652,2015-Jun-23 12:00,0.699953147596895,0.37579407294951034,0.1575557118278369
5653,2015-Jun-24 12:00,0.6922994104566808,0.39338735700497257,0.16390443504474067
5654,2015-Jun-25 12:00,0.6842642584752747,0.4107642085556523,0.1701630679407711
5655,2015-Jun-26 12:00,0.6758565632988829,0.4279174129515195,0.17632878318230907
5656,2015-Jun-27 12:00,0.6670848716373753,0.44484054431181896,0.18239944734746155
5657,2015-Jun-28 12:00,0.6579583219236608,0.4615264664337979,0.18837363256475467
5658,2015-Jun-29 12:00,0.648485457224984,0.47797005946399196,0.19424828504347913
5659,2015-Jun-30 12:00,0.6386755951459167,0.49416492308837967,0.20002184120127856
5660,2015-Jul-01 12:00,0.6285373785191789,0.5101059100831608,0.20569308101232
5661,2015-Jul-02 12:00,0.6180799884879238,0.5257878582853582,0.21125952468960793
5662,2015-Jul-03 12:00,0.6073125069719995,0.5412058376202883,0.21671984259453175
5663,2015-Jul-04 12:00,0.5962440177598398,0.5563552242498576,0.2220726496504434
5664,2015-Jul-05 12:00,0.5848831306574404,0.5712320679617123,0.22731691344282126
5665,2015-Jul-06 12:00,0.5732389277589175,0.5858323556016428,0.2324511671050315
5666,2015-Jul-07 12:00,0.5613200563496727,0.6001527982036721,0.23747390522594844
5667,2015-Jul-08 12:00,0.5491362977526171,0.6141890094512795,0.24238438511517696
5668,2015-Jul-09 12:00,0.5366961300365302,0.6279381234274801,0.24718183865468013
5669,2015-Jul-10 12:00,0.5240075804321151,0.6413979873401433,0.25186507325327245
5670,2015-Jul-11 12:00,0.5110803198939079,0.6545649724032248,0.2564336767203455
5671,2015-Jul-12 12:00,0.49792276071444197,0.6674370624618938,0.26088641551822805
5672,2015-Jul-13 12:00,0.4845435799140038,0.6800119113838282,0.2652228453293284
5673,2015-Jul-14 12:00,0.4709513405004055,0.6922873023970817,0.2694429183067487
5674,2015-Jul-15 12:00,0.4571536860064219,0.7042621253839847,0.27354576973698486
5675,2015-Jul-16 12:00,0.4431601504365753,0.7159340253739224,0.2775309334449807
5676,2015-Jul-17 12:00,0.42897809941525816,0.7273020804559629,0.281398349475241
5677,2015-Jul-18 12:00,0.4146164635935655,0.7383647057628433,0.28514755081064985
5678,2015-Jul-19 12:00,0.4000823831517152,0.7491211950991984,0.2887788946265735
5679,2015-Jul-20 12:00,0.3853841894166823,0.7595707586481439,0.29229151140892423
5680,2015-Jul-21 12:00,0.37052996067474486,0.7697124312433832,0.29568577360667697
5681,2015-Jul-22 12:00,0.35552722275913884,0.7795458122102561,0.2989616540393976
5682,2015-Jul-23 12:00,0.3403840508853647,0.7890705254226583,0.30211872150802077
5683,2015-Jul-24 12:00,0.32510707232805247,0.7982863070675459,0.3051582255567866
5684,2015-Jul-25 12:00,0.30970491553913043,0.8071931089946446,0.308078931751746
5685,2015-Jul-26 12:00,0.2941840652321927,0.8157909181380835,0.31088213032374856
5686,2015-Jul-27 12:00,0.27855167501038536,0.8240799996609427,0.3135678804815967
5687,2015-Jul-28 12:00,0.2628148667199487,0.8320608835345276,0.31613583862088335
5688,2015-Jul-29 12:00,0.24698054433060726,0.8397337785734696,0.3185869504681142
5689,2015-Jul-30 12:00,0.2310562548266958,0.8470991218457911,0.32092134373235015
5690,2015-Jul-31 12:00,0.2150482109992409,0.8541576676339072,0.3231395972047537
5691,2015-Aug-01 12:00,0.1989631686707884,0.8609100793271918,0.32524232028263383
5692,2015-Aug-02 12:00,0.18280725783828747,0.8673575625523529,0.3272292946788045
5693,2015-Aug-03 12:00,0.16658768973515578,0.8735006728682563,0.3291016174279408
5694,2015-Aug-04 12:00,0.15030975580003156,0.8793405887860889,0.33085999251938847
5695,2015-Aug-05 12:00,0.13398061318812773,0.8848783561441148,0.33250472507815937
5696,2015-Aug-06 12:00,0.11760542768392446,0.8901154238852241,0.33403615064727327
5697,2015-Aug-07 12:00,0.10119120549365766,0.8950528607069111,0.33545507274446223
5698,2015-Aug-08 12:00,0.08474295328250708,0.899692060242055,0.33676233264382316
5699,2015-Aug-09 12:00,0.06826692880919272,0.9040344766765699,0.33795837069010953
5700,2015-Aug-10 12:00,0.05176866040210492,0.9080815328239099,0.3390441018858905
5701,2015-Aug-11 12:00,0.035252954862547176,0.9118347208852683,0.34002048136060353
5702,2015-Aug-12 12:00,0.018726556407451463,0.9152958186202271,0.34088761740116336
5703,2015-Aug-13 12:00,0.002194146438191715,0.9184664211300226,0.3416465388074186
5704,2015-Aug-14 12:00,-0.014338987989007939,0.9213482955473004,0.3422978697134041
5705,2015-Aug-15 12:00,-0.03086828847158515,0.9239430656596426,0.3428427192822674
5706,2015-Aug-16 12:00,-0.04738723989974211,0.9262526214527819,0.343281790202151
5707,2015-Aug-17 12:00,-0.06389207366231328,0.9282788086680148,0.343615822991734
5708,2015-Aug-18 12:00,-0.08037773782986522,0.9300235394939697,0.34384559643069534
5709,2015-Aug-19 12:00,-0.0968385414166205,0.9314886763888588,0.3439723819884305
5710,2015-Aug-20 12:00,-0.1132716064901567,0.9326763439522183,0.3439961295214756
5711,2015-Aug-21 12:00,-0.1296699755707397,0.9335884722283871,0.34391864436470654
5712,2015-Aug-22 12:00,-0.1460315466347125,0.9342269348786029,0.3437404079331034
5713,2015-Aug-23 12:00,-0.16235020897581037,0.9345941689722763,0.3434619356857413
5714,2015-Aug-24 12:00,-0.17862188756731293,0.9346920349717751,0.3430847000646986
5715,2015-Aug-25 12:00,-0.19484261447233853,0.9345227218998008,0.34260929406218504
5716,2015-Aug-26 12:00,-0.2110077647083978,0.9340884087366328,0.34203680959233473
5717,2015-Aug-27 12:00,-0.22711411899704492,0.9333909931121278,0.34136837919611773
5718,2015-Aug-28 12:00,-0.24315722799604053,0.9324330020830305,0.34060424178909665
5719,2015-Aug-29 12:00,-0.2591326203807672,0.9312166871861254,0.33974560274520044
5720,2015-Aug-30 12:00,-0.2750365472307919,0.9297441502586239,0.33879370831262773
5721,2015-Aug-31 12:00,-0.2908653504338024,0.9280176542487395,0.3377493741222518
5722,2015-Sep-01 12:00,-0.3066154731741275,0.9260396177093325,0.3366129780123235
5723,2015-Sep-02 12:00,-0.3222832554479364,0.9238119941405181,0.3353863503154908
5724,2015-Sep-03 12:00,-0.33786456351730265,0.9213374518388721,0.33406994055685263
5725,2015-Sep-04 12:00,-0.3533565463936603,0.9186178855711735,0.33266518200669726
5726,2015-Sep-05 12:00,-0.3687545639118682,0.9156564052636739,0.3311721128331841
5727,2015-Sep-06 12:00,-0.38405652253223366,0.9124546412345919,0.3295922348343272
5728,2015-Sep-07 12:00,-0.3992584256138157,0.9090151614664268,0.32792660885561514
5729,2015-Sep-08 12:00,-0.41435698687914707,0.9053402810141409,0.32617633041794636
5730,2015-Sep-09 12:00,-0.4293483736022151,0.9014327737884386,0.32434204549128426
5731,2015-Sep-10 12:00,-0.4442307703519673,0.897294485609001,0.3224244289888689
5732,2015-Sep-11 12:00,-0.4589996441113183,0.8929282326522462,0.3204251581779989
5733,2015-Sep-12 12:00,-0.4736526030844629,0.8883361697589914,0.31834497351855107
5734,2015-Sep-13 12:00,-0.48818664452943206,0.8835207628648571,0.3161846439540315
5735,2015-Sep-14 12:00,-0.5025988091347982,0.8784844769927134,0.3139449667730364
5736,2015-Sep-15 12:00,-0.5168860260046344,0.8732295164886549,0.311627751378774
5737,2015-Sep-16 12:00,-0.5310449371162778,0.867759000121451,0.3092328724295093
5738,2015-Sep-17 12:00,-0.5450738148239125,0.8620743784960418,0.3067622001534891
5739,2015-Sep-18 12:00,-0.5589685990522456,0.8561789116985514,0.30421665088890426
5740,2015-Sep-19 12:00,-0.5727272400485339,0.8500748132443877,0.30159667128477496
5741,2015-Sep-20 12:00,-0.586346934246997,0.8437644371532457,0.2989037264764295
5742,2015-Sep-21 12:00,-0.5998250790789234,0.8372503816064405,0.2961383145625515
5743,2015-Sep-22 12:00,-0.613159547623936,0.8305345629650812,0.2933019564756228
5744,2015-Sep-23 12:00,-0.626346599479191,0.8236204615700263,0.2903952008007158
5745,2015-Sep-24 12:00,-0.6393848627045857,0.8165096581913397,0.2874191203271445
5746,2015-Sep-25 12:00,-0.6522706048062464,0.809205558616095,0.28437481360739064
5747,2015-Sep-26 12:00,-0.6650025026167956,0.8017097126720311,0.28126340464406663
5748,2015-Sep-27 12:00,-0.677578155766531,0.794024688568816,0.27808553649775913
5749,2015-Sep-28 12:00,-0.6899944507111168,0.7861533516855006,0.2748428870309211
5750,2015-Sep-29 12:00,-0.7022491585635123,0.7780984009623096,0.2715356383328727
5751,2015-Sep-30 12:00,-0.7143404682028593,0.7698618114294378,0.2681650067797126
5752,2015-Oct-01 12:00,-0.7262654682900649,0.7614465857242989,0.26473223267653373
5753,2015-Oct-02 12:00,-0.7380225755121218,0.7528548753831722,0.26123755762485734
5754,2015-Oct-03 12:00,-0.7496087754930434,0.7440895239993476,0.25768328705828286
5755,2015-Oct-04 12:00,-0.7610226221143184,0.7351527571161992,0.25406919183456506
5756,2015-Oct-05 12:00,-0.7722617902523597,0.7260469754609958,0.2503971098508197
5757,2015-Oct-06 12:00,-0.783324249203887,0.7167748410054828,0.2466673604751084
5758,2015-Oct-07 12:00,-0.7942077313957877,0.7073387713294629,0.24288182476721387
5759,2015-Oct-08 12:00,-0.8049098419742504,0.6977420931296621,0.23904034281763592
5760,2015-Oct-09 12:00,-0.8154293905163237,0.6879860729078385,0.23514483492196453
5761,2015-Oct-10 12:00,-0.8257634467317384,0.6780745529576272,0.2311956912455289
5762,2015-Oct-11 12:00,-0.835910932839767,0.6680088596069604,0.22719435365269075
5763,2015-Oct-12 12:00,-0.8458693900858527,0.6577921851943294,0.22314176447765346
5764,2015-Oct-13 12:00,-0.8556364986921081,0.6474278195543265,0.2190383625088268
5765,2015-Oct-14 12:00,-0.8652111284836164,0.6369170031508387,0.2148861628200558
5766,2015-Oct-15 12:00,-0.874591539554886,0.6262624550942997,0.21068511586747032
5767,2015-Oct-16 12:00,-0.883774784262354,0.6154679401153045,0.20643727133300074
5768,2015-Oct-17 12:00,-0.8927600917023653,0.604534924311255,0.2021426084380127
5769,2015-Oct-18 12:00,-0.9015451070005369,0.5934666206165563,0.19780268681042612
5770,2015-Oct-19 12:00,-0.9101284598011199,0.5822650124268349,0.1934185594917297
5771,2015-Oct-20 12:00,-0.9185079387837907,0.5709334043865563,0.18899129413476642
5772,2015-Oct-21 12:00,-0.9266818710611313,0.5594745086964152,0.1845214478852476
5773,2015-Oct-22 12:00,-0.934648848513844,0.5478902725865143,0.18001064055376156
5774,2015-Oct-23 12:00,-0.9424071400363878,0.5361833688563066,0.17545998176564653
5775,2015-Oct-24 12:00,-0.9499551810035414,0.5243565644155634,0.17086954232657356
5776,2015-Oct-25 12:00,-0.9572908306826297,0.5124132071769647,0.16624098234757445
5777,2015-Oct-26 12:00,-0.964412807615355,0.5003553232636632,0.16157544945755917
5778,2015-Oct-27 12:00,-0.9713194616966431,0.4881856410716931,0.1568741036882636
5779,2015-Oct-28 12:00,-0.9780092968984236,0.4759069713784426,0.15213706248713715
5780,2015-Oct-29 12:00,-0.9844805667953562,0.46352200724563447,0.14736656324693473
5781,2015-Oct-30 12:00,-0.9907317488118508,0.4510335621637539,0.1425632733992276
5782,2015-Oct-31 12:00,-0.9967616542448349,0.43844373828290456,0.13772787056084526
5783,2015-Nov-01 12:00,-1.0025683938300116,0.42575606872666916,0.13286157052165753
5784,2015-Nov-02 12:00,-1.0081504376953103,0.41297339355613927,0.12796559953397893
5785,2015-Nov-03 12:00,-1.0135066251612423,0.40009786146293375,0.12304066564050256
5786,2015-Nov-04 12:00,-1.018635384626542,0.38713232471393033,0.11808854295156114
5787,2015-Nov-05 12:00,-1.0235353301702186,0.3740797249397875,0.11310943006664963
5788,2015-Nov-06 12:00,-1.0282046725788643,0.36094371512318024,0.10810511943218579
5789,2015-Nov-07 12:00,-1.0326425469222724,0.3477257747187283,0.10307635551098991
5790,2015-Nov-08 12:00,-1.036847252953341,0.33442962916894386,0.09802441936889388
5791,2015-Nov-09 12:00,-1.040817621514426,0.32105753327931996,0.09295059991342845
5792,2015-Nov-10 12:00,-1.0445523287155725,0.3076125461064547,0.08785513760369403
5793,2015-Nov-11 12:00,-1.048049691302905,0.29409846923119826,0.08274039220678359
5794,2015-Nov-12 12:00,-1.0513089048406974,0.2805169124603715,0.07760609101656775
5795,2015-Nov-13 12:00,-1.054328334445396,0.2668717459507046,0.07245460663316461
5796,2015-Nov-14 12:00,-1.0571068960499048,0.2531653790866397,0.0672867345145565
5797,2015-Nov-15 12:00,-1.059643342003052,0.23940102390863804,0.06210274988937521
5798,2015-Nov-16 12:00,-1.0619363289519588,0.2255819010745809,0.05690504098032719
5799,2015-Nov-17 12:00,-1.0639848172483728,0.21171052395963383,0.05169389395393736
5800,2015-Nov-18 12:00,-1.0657875307181202,0.19779019727211208,0.046471178767203344
5801,2015-Nov-19 12:00,-1.0673432768763962,0.18382427789270742,0.04123771717048765
5802,2015-Nov-20 12:00,-1.0686510128094024,0.16981538566180093,0.03599433587304982
5803,2015-Nov-21 12:00,-1.0697095392417453,0.15576695223929304,0.030742914506032355
5804,2015-Nov-22 12:00,-1.0705177420456005,0.14168246187679134,0.02548376226458122
5805,2015-Nov-23 12:00,-1.0710745808051059,0.12756465728889096,0.020219286397342613
5806,2015-Nov-24 12:00,-1.0713790715860163,0.1134163341918789,0.014949279037579451
5807,2015-Nov-25 12:00,-1.0714301062638252,0.09924110878376738,0.009676148984048071
5808,2015-Nov-26 12:00,-1.0712266478437076,0.08504265009725143,0.004400737114147304
5809,2015-Nov-27 12:00,-1.0707677472832868,0.07082389742079863,-0.0008755930142241194
5810,2015-Nov-28 12:00,-1.0700524179583537,0.05658862045177655,-0.00615199819059397
5811,2015-Nov-29 12:00,-1.0690797853814022,0.04233908577148219,-0.011426596061164696
5812,2015-Nov-30 12:00,-1.0678488968984916,0.028079171913664575,-0.01669854517690606
5813,2015-Dec-01 12:00,-1.0663588537327797,0.013812811861590857,-0.021966486273434352
5814,2015-Dec-02 12:00,-1.064608812245691,-0.00045678119975802275,-0.027229063142261072
5815,2015-Dec-03 12:00,-1.0625979448125245,-0.01472633391551783,-0.032484923251819765
5816,2015-Dec-04 12:00,-1.0603254419342387,-0.028992511019696847,-0.037732718375354614
5817,2015-Dec-05 12:00,-1.0577905250702957,-0.043251143562031684,-0.042971618485422594
5818,2015-Dec-06 12:00,-1.0549924560261488,-0.05749954209704215,-0.04819925832999051
5819,2015-Dec-07 12:00,-1.0519305533627077,-0.07173264419999865,-0.05341533185870213
5820,2015-Dec-08 12:00,-1.0486040890304995,-0.08594839411293426,-0.05861749103578048
5821,2015-Dec-09 12:00,-1.0450123972966021,-0.10014236089440588,-0.06380544000269253
5822,2015-Dec-10 12:00,-1.0411549495131363,-0.11431082420828173,-0.068976343049575
5823,2015-Dec-11 12:00,-1.0370310673272145,-0.12844997513266554,-0.07413042709530364
5824,2015-Dec-12 12:00,-1.0326403094737824,-0.14255595507096536,-0.07926488202232558
5825,2015-Dec-13 12:00,-1.027982028249525,-0.1566255658113407,-0.08437893935393893
5826,2015-Dec-14 12:00,-1.0230559026635135,-0.17065404412243107,-0.08947083110240531
5827,2015-Dec-15 12:00,-1.0178614835986235,-0.18463729442029156,-0.09453980943399598
5828,2015-Dec-16 12:00,-1.0123982625499413,-0.19857265170327854,-0.09958313312667043
5829,2015-Dec-17 12:00,-1.006666099367525,-0.2124543755221049,-0.10460058474088688
5830,2015-Dec-18 12:00,-1.0006645210159748,-0.22627963081739777,-0.10958996050662231
5831,2015-Dec-19 12:00,-0.9943933452271656,-0.24004402116263363,-0.11454957897296286
5832,2015-Dec-20 12:00,-0.9878524038005241,-0.25374306335940233,-0.1194782749693786
5833,2015-Dec-21 12:00,-0.9810415151926842,-0.2673729417340751,-0.12437391420248493
5834,2015-Dec-22 12:00,-0.9739605664207266,-0.28092899408005206,-0.129235866477595
5835,2015-Dec-23 12:00,-0.966609542455571,-0.2944072526656083,-0.13406155444601248
5836,2015-Dec-24 12:00,-0.9589882950832401,-0.3078036074442926,-0.1388499038417727
5837,2015-Dec-25 12:00,-0.9510972483009813,-0.3211124866454668,-0.14359937410431606
5838,2015-Dec-26 12:00,-0.9429360488827736,-0.3343310377966336,-0.148307967311611
5839,2015-Dec-27 12:00,-0.934505268938764,-0.34745352898631293,-0.152974204247244
5840,2015-Dec-28 12:00,-0.925805160948686,-0.36047555714338875,-0.1575961538321153
5841,2015-Dec-29 12:00,-0.9168357000918961,-0.37339326988922344,-0.1621724025948013
5842,2015-Dec-30 12:00,-0.9075975986883315,-0.3862014371043144,-0.16670061255991359
5843,2015-Dec-31 12:00,-0.8980910926183212,-0.3988952955557109,-0.17118039845914163
5844,2016-Jan-01 12:00,-0.8883169407886574,-0.41147018622466147,-0.17560854695277084
5845,2016-Jan-02 12:00,-0.8782756845973869,-0.4239212384500499,-0.17998379974000345
5846,2016-Jan-03 12:00,-0.8679676258029806,-0.43624411992476714,-0.184304934672741
5847,2016-Jan-04 12:00,-0.8573940074537327,-0.4484332551294042,-0.1885693593380057
5848,2016-Jan-05 12:00,-0.8465557076936321,-0.46048356062447604,-0.1927754762724048
5849,2016-Jan-06 12:00,-0.8354533530307902,-0.47239047917766613,-0.1969217347485478
5850,2016-Jan-07 12:00,-0.8240881508479505,-0.48414883968706246,-0.20100570502940357
5851,2016-Jan-08 12:00,-0.8124612441056059,-0.4957533066232328,-0.20502594452694967
5852,2016-Jan-09 12:00,-0.8005735931134365,-0.5071991024623177,-0.2089806010664526
5853,2016-Jan-10 12:00,-0.7884270718572939,-0.5184802572222605,-0.21286742368415704
5854,2016-Jan-11 12:00,-0.7760227539332414,-0.529591790849878,-0.21668514009595294
5855,2016-Jan-12 12:00,-0.7633621377491066,-0.5405288600006674,-0.22043071683660742
5856,2016-Jan-13 12:00,-0.750446858009866,-0.5512857487531521,-0.22410301213324954
5857,2016-Jan-14 12:00,-0.7372789254714615,-0.5618568699912736,-0.2276995904926747
5858,2016-Jan-15 12:00,-0.7238602921235661,-0.5722364585607697,-0.231218990888166
5859,2016-Jan-16 12:00,-0.7101927788300574,-0.582419352260911,-0.2346589258857023
5860,2016-Jan-17 12:00,-0.6962782949340288,-0.5924003135101187,-0.2380171894249752
5861,2016-Jan-18 12:00,-0.6821197150028525,-0.6021730374411395,-0.24129165753882126
5862,2016-Jan-19 12:00,-0.6677190823911595,-0.6117321189451598,-0.24448072799027618
5863,2016-Jan-20 12:00,-0.6530790700292366,-0.6210716770104041,-0.24758243638735064
5864,2016-Jan-21 12:00,-0.6382021827562053,-0.6301864354074451,-0.2505940321760765
5865,2016-Jan-22 12:00,-0.6230913040037205,-0.6390704371925863,-0.25351373086036416
5866,2016-Jan-23 12:00,-0.6077499034623658,-0.6477172546632258,-0.2563398318341144
5867,2016-Jan-24 12:00,-0.592180887795,-0.6561216184231817,-0.25906943283965916
5868,2016-Jan-25 12:00,-0.5763873907865682,-0.6642774152710419,-0.26170144617547964
5869,2016-Jan-26 12:00,-0.5603735601464123,-0.6721785785802319,-0.2642327376417955
5870,2016-Jan-27 12:00,-0.5441418500307558,-0.679819885330068,-0.26666197826185456
5871,2016-Jan-28 12:00,-0.5276975142782968,-0.6871943804924703,-0.2689866609690796
5872,2016-Jan-29 12:00,-0.5110438606619602,-0.6942966339685532,-0.2712048030893204
5873,2016-Jan-30 12:00,-0.49418587131552916,-0.7011201862145905,-0.27331410293951935
5874,2016-Jan-31 12:00,-0.47712702778713034,-0.707659602473358,-0.27531277644246516
5875,2016-Feb-01 12:00,-0.45987205838345724,-0.7139089388556197,-0.2771983099533879
5876,2016-Feb-02 12:00,-0.4424267493434972,-0.7198615407023551,-0.27896870799453793
5877,2016-Feb-03 12:00,-0.42479542066223275,-0.7255118174973365,-0.2806220731065321
5878,2016-Feb-04 12:00,-0.4069836490944056,-0.7308538058522247,-0.28215579227657034
5879,2016-Feb-05 12:00,-0.3889968879832123,-0.7358812720412642,-0.2835685721205575
5880,2016-Feb-06 12:00,-0.3708403893067054,-0.7405888104163095,-0.2848575947445136
5881,2016-Feb-07 12:00,-0.3525208845660121,-0.7449699062194748,-0.28602135121701433
5882,2016-Feb-08 12:00,-0.3340447671388379,-0.7490187074419125,-0.2870576199938557
5883,2016-Feb-09 12:00,-0.31541738697373134,-0.7527299403298465,-0.2879642737688438
5884,2016-Feb-10 12:00,-0.29664626599503235,-0.7560973388555606,-0.2887396686355233
5885,2016-Feb-11 12:00,-0.27773798689214535,-0.7591155072544717,-0.2893814540714933
5886,2016-Feb-12 12:00,-0.2586996145126438,-0.7617786898489421,-0.28988814661220774
5887,2016-Feb-13 12:00,-0.23953889773640138,-0.7640813522640435,-0.2902575528697232
5888,2016-Feb-14 12:00,-0.22026412244005092,-0.7660178450006617,-0.29048794107316794
5889,2016-Feb-15 12:00,-0.2008819277605087,-0.7675831759200192,-0.2905776410132629
5890,2016-Feb-16 12:00,-0.1814012298031812,-0.7687719984692527,-0.29052465447947906
5891,2016-Feb-17 12:00,-0.16183092050328807,-0.7695790789342689,-0.290327419262245
5892,2016-Feb-18 12:00,-0.14217878092582795,-0.7699996233200609,-0.28998441365671745
5893,2016-Feb-19 12:00,-0.12245483361992857,-0.7700285844444104,-0.28949414886383024
5894,2016-Feb-20 12:00,-0.1026674379205025,-0.7696615942374792,-0.28885478463344355
5895,2016-Feb-21 12:00,-0.08282715508956308,-0.7688940323414918,-0.288064878510137
5896,2016-Feb-22 12:00,-0.06294283043292699,-0.7677214782827988,-0.28712374295293525
5897,2016-Feb-23 12:00,-0.04302501958136323,-0.7661399845253353,-0.28602956212930436
5898,2016-Feb-24 12:00,-0.023084227015288873,-0.7641456326494993,-0.2847812577227111
5899,2016-Feb-25 12:00,-0.0031309383667157235,-0.761734794545248,-0.2833777271972224
5900,2016-Feb-26 12:00,0.016824382377219574,-0.7589041156217156,-0.2818178347433854
5901,2016-Feb-27 12:00,0.036770181411635385,-0.755650280033165,-0.28010113559270855
5902,2016-Feb-28 12:00,0.05669492929403188,-0.751970470950154,-0.2782267579590109
5903,2016-Feb-29 12:00,0.07658768593568668,-0.7478622945019049,-0.27619340015391924
5904,2016-Mar-01 12:00,0.09643639563075583,-0.7433232364290853,-0.2740011437684927
5905,2016-Mar-02 12:00,0.1162290274518907,-0.738351303622827,-0.2716496115637635
5906,2016-Mar-03 12:00,0.1359530615193954,-0.7329451036432643,-0.2691379646189241
5907,2016-Mar-04 12:00,0.15559644932395364,-0.7271030366899855,-0.266466701101439
5908,2016-Mar-05 12:00,0.17514616789478127,-0.7208245050899966,-0.26363511290659775
5909,2016-Mar-06 12:00,0.19459015937376362,-0.7141085950845205,-0.26064380299178164
5910,2016-Mar-07 12:00,0.21391431890356263,-0.7069555041519228,-0.25749287194238774
5911,2016-Mar-08 12:00,0.23310660931582386,-0.6993652140450706,-0.254182630481161
5912,2016-Mar-09 12:00,0.25215338014977334,-0.6913383886156471,-0.25071394693894483
5913,2016-Mar-10 12:00,0.2710415072342284,-0.6828760405875307,-0.247087523726945
5914,2016-Mar-11 12:00,0.2897573897639038,-0.6739798826213033,-0.24330389329615804
5915,2016-Mar-12 12:00,0.3082872784521688,-0.6646517485964142,-0.23936483517884136
5916,2016-Mar-13 12:00,0.3266181265245521,-0.6548942348831194,-0.23527052590940062
5917,2016-Mar-14 12:00,0.3447365565755444,-0.644709735164007,-0.23102344399921845
5918,2016-Mar-15 12:00,0.36262802226364077,-0.6341023996526298,-0.22662446099172504
5919,2016-Mar-16 12:00,0.38028015400310644,-0.6230753170865251,-0.22207567884854798
5920,2016-Mar-17 12:00,0.39767877090466697,-0.6116332230305169,-0.21737901075118846
5921,2016-Mar-18 12:00,0.4148106248760241,-0.5997808635203302,-0.21253653664115996
5922,2016-Mar-19 12:00,0.43166247793858653,-0.5875235193739923,-0.2075505051144268
5923,2016-Mar-20 12:00,0.4482210604605466,-0.5748669516372747,-0.20242368986483603
5924,2016-Mar-21 12:00,0.46447362094378,-0.5618172521480235,-0.19715868703319628
5925,2016-Mar-22 12:00,0.48040671052788153,-0.5483818366738151,-0.19175792070450995
5926,2016-Mar-23 12:00,0.49600800914735266,-0.5345674939427407,-0.18622506296072866
5927,2016-Mar-24 12:00,0.5112650599680096,-0.5203821533240924,-0.18056292076504882
5928,2016-Mar-25 12:00,0.5261658453403855,-0.5058339044004916,-0.17477485796842387
5929,2016-Mar-26 12:00,0.5406981172951801,-0.4909318210402242,-0.16886445123977945
5930,2016-Mar-27 12:00,0.5548508754341455,-0.47568441576982456,-0.16283550031088626
