element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""445.655""","=""0.002""","=""1""","=""""",,"=""186816.0496""","=""209248.6316""","=""3s2.3p4.(3P).4d""","=""2F""","=""7/2""","=""3s2.3p4.(1D<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""445.8885""","=""0.0008""","=""1h""","=""""",,"=""186171.3330""","=""208592.2016""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""","=""3s2.3p4.(1D<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""446.05558""","=""0.00004""","=""35""","=""1.5e+06""",B+,"=""132630.7277""","=""155043.1619""","=""3s2.3p4.(3P).3d""","=""4D""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""447.47591""","=""0.00001""","=""347""","=""2.90e+07""",B,"=""150474.9903""","=""172816.2926""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""448.18104""","=""0.00001""","=""646""","=""4.55e+07""",B,"=""151087.3128""","=""173393.4658""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""449.09813""","=""0.00002""","=""48""","=""4.6e+06""",B,"=""151087.3128""","=""173347.9158""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""449.85374""","=""0.00005""","=""25""","=""""",,"=""174409.8916""","=""196633.1005""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""450.29265""","=""0.00003""","=""42""","=""""",,"=""172829.6539""","=""195031.2028""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""450.308""","=""0.002""","=""1h""","=""""",,"=""159393.3850""","=""181594.1404""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,8,"=""450.47""","=""0.04""","=""""","=""""",,"=""1059616.""","=""1081811.""","=""2p6.9s""","=""2S""","=""1/2""","=""2p6.10p""","=""2P*""","=""3/2""",,"=""""","=""L11180""",
Ar,2,"=""450.9957""","=""0.0008""","=""2""","=""""",,"=""172829.6539""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""451.0733""","=""""","=""100""","=""1.18e+06""",B+,"=""95399.8276""","=""117562.9553""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T5223""","=""L2634""",
Ar,2,"=""451.6095""","=""0.0008""","=""1h,l""","=""""",,"=""181594.1404""","=""203730.9181""","=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""","=""3s2.3p4.(3P).6p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""451.75363""","=""0.00004""","=""4""","=""""",,"=""167307.9822""","=""189437.7396""","=""3s2.3p4.(1S).4s""","=""2S""","=""1/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""",,"=""""","=""L2634""",
Ar,1,"=""452.2323""","=""""","=""20""","=""9.0e+04""",B,"=""94553.6652""","=""116659.9934""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""453.05522""","=""0.00001""","=""63""","=""2.1e+06""",B,"=""150147.7021""","=""172213.8798""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""453.54905""","=""0.00004""","=""21""","=""7.4e+06""",D,"=""161048.7411""","=""183090.8927""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""2P""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""453.76409""","=""0.00010""","=""13""","=""""",,"=""172829.6539""","=""194861.3529""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""453.87102""","=""0.00004""","=""4""","=""""",,"=""170530.4040""","=""192556.9179""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L2634""",
Ar,2,"=""454.38702""","=""0.00012""","=""10""","=""""",,"=""161089.3846""","=""183090.8927""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).5s""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""454.50516""","=""0.00001""","=""1738""","=""4.71e+07""",B,"=""138243.6444""","=""160239.4280""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""454.77582""","=""0.00008""","=""20""","=""7.7e+06""",D,"=""160239.4280""","=""182222.1209""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,3,"=""454.8565""","=""0.0020""","=""2""","=""""",,"=""187172.022""","=""209150.8807""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""1""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""456.10124""","=""0.00012""","=""7""","=""""",,"=""157673.4134""","=""179592.2248""","=""3s2.3p4.(3P).4p""","=""4D*""","=""5/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""456.37423""","=""0.00006""","=""37bl""","=""""",,"=""174409.8916""","=""196315.5916""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""456.44055""","=""0.00004""","=""42""","=""2.9e+07""",D,"=""161048.7411""","=""182951.2609""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""1/2""",,"=""T1240""","=""L11520""",
Ar,3,"=""456.5210""","=""0.0020""","=""8""","=""""",,"=""219908.474""","=""241807.155""","=""3s2.3p3.(2D*).3d""","=""1P*""","=""1""","=""3s2.3p3.(2P*).4p""","=""1P""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""457.2894""","=""0.0008""","=""2""","=""""",,"=""161089.3846""","=""182951.2609""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""457.93493""","=""0.00001""","=""871""","=""8.0e+07""",B,"=""139258.3389""","=""161089.3846""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""458.7895""","=""0.0008""","=""3""","=""3.e+05""",C,"=""139258.3389""","=""161048.7411""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""",,"=""T926""","=""L14821""",
Ar,2,"=""458.98976""","=""0.00001""","=""25704""","=""6.64e+07""",A,"=""148620.1414""","=""170401.0170""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""459.34476""","=""0.00004""","=""4""","=""""",,"=""158167.7999""","=""179931.8393""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L2634""",
Ar,1,"=""459.6097""","=""""","=""15""","=""9.5e+04""",B,"=""95399.8276""","=""117151.3264""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""459.87625""","=""0.00001""","=""182""","=""6.7e+06""",B,"=""150474.9903""","=""172213.8798""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""460.002""","=""0.002""","=""1h""","=""""",,"=""167307.9822""","=""189040.9351""","=""3s2.3p4.(1S).4s""","=""2S""","=""1/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""460.95669""","=""0.00001""","=""2291""","=""7.89e+07""",A,"=""148842.4674""","=""170530.4040""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""T926""","=""L11520""",
Ar,2,"=""461.12432""","=""0.00016""","=""9""","=""""",,"=""174409.8916""","=""196089.9385""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""461.410""","=""0.002""","=""1h""","=""""",,"=""174409.8916""","=""196076.4715""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,5,"=""462.547""","=""0.004""","=""""","=""3.8e+00""",D,"=""16298.66""","=""37912.4""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p2""","=""1S""","=""0""",E2,"=""T761""","=""L16109""",
Ar,1,"=""462.8441""","=""""","=""7""","=""3.83e+04""",B+,"=""95399.8276""","=""116999.3259""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,8,"=""463.08""","=""0.04""","=""""","=""""",,"=""1086703.""","=""1108291.""","=""2p6.10f""","=""2F*""","=""7/2""","=""2p6.12g""","=""2G""","=""9/2""",,"=""""","=""L16099""",
Ar,2,"=""463.72324""","=""0.00001""","=""148""","=""7.1e+06""",A,"=""148842.4674""","=""170401.0170""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,8,"=""464.80""","=""0.04""","=""*""","=""""",,"=""1086860.""","=""1108370.""","=""2p6.10g""","=""2G""","=""7/2""","=""2p6.12h""","=""2H*""","=""9/2""",,"=""""","=""L16099""",
Ar,8,"=""464.80""","=""0.04""","=""*""","=""""",,"=""1086860.""","=""1108370.""","=""2p6.10g""","=""2G""","=""9/2""","=""2p6.12h""","=""2H*""","=""11/2""",,"=""""","=""L16099""",
Ar,2,"=""465.79009""","=""0.00001""","=""1445""","=""8.92e+07""",B,"=""138243.6444""","=""159706.5337""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""466.6260""","=""0.0008""","=""1""","=""""",,"=""158167.7999""","=""179592.2248""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""468.14971""","=""0.00004""","=""5""","=""""",,"=""160239.4280""","=""181594.1404""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""",,"=""""","=""L2634""",
Ar,2,"=""468.22759""","=""0.00004""","=""21""","=""8.e+05""",C+,"=""149179.2444""","=""170530.4040""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""T926""","=""L11520""",
Ar,3,"=""468.7618""","=""0.0020""","=""5""","=""""",,"=""187823.939""","=""209150.8807""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""2""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""",,"=""""","=""L9366""",
Ar,1,"=""470.2316""","=""""","=""15""","=""1.09e+05""",B,"=""95399.8276""","=""116659.9934""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""470.33576""","=""0.00008""","=""15""","=""""",,"=""174821.0098""","=""196076.4715""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""471.08230""","=""0.00004""","=""14""","=""5.e+05""",C+,"=""149179.2444""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,4,"=""471.135""","=""0.002""","=""*""","=""9.6e-03""",D,"=""0.0""","=""21219.8""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2D*""","=""5/2""",M1+E2,"=""T761""","=""L3452""",
Ar,2,"=""472.15913""","=""0.00005""","=""32""","=""1.5e+07""",D,"=""161048.7411""","=""182222.1209""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""472.68681""","=""0.00001""","=""23442""","=""5.88e+07""",A,"=""138243.6444""","=""159393.3850""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""473.0672""","=""0.0002""","=""7""","=""""",,"=""161089.3846""","=""182222.1209""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""473.1386""","=""0.0020""","=""7""","=""""",,"=""210212.72""","=""231342.1658""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""473.20530""","=""0.00001""","=""200""","=""6.7e+06""",B,"=""151087.3128""","=""172213.8798""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""473.59055""","=""0.00001""","=""1000""","=""5.80e+07""",A,"=""134241.7389""","=""155351.1206""","=""3s2.3p4.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,4,"=""474.020""","=""0.002""","=""*""","=""7.2e-02""",C,"=""0.0""","=""21090.6""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2D*""","=""3/2""",M1,"=""T761""","=""L3452""",
Ar,4,"=""474.020""","=""0.002""","=""*""","=""5.1e-03""",D,"=""0.0""","=""21090.6""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2D*""","=""3/2""",E2,"=""T761""","=""L3452""",
Ar,2,"=""474.319""","=""0.002""","=""0?""","=""""",,"=""190592.2306""","=""211669.17""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""475.72197""","=""0.00005""","=""5""","=""""",,"=""183914.6440""","=""204929.4477""","=""3s2.3p4.(3P).5s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).6p""","=""2S*""","=""1/2""",,"=""""","=""L2634""",
Ar,2,"=""476.48644""","=""0.00001""","=""2344""","=""6.4e+07""",B,"=""139258.3389""","=""160239.4280""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,3,"=""477.2166""","=""0.0020""","=""4""","=""""",,"=""231627.364""","=""252576.253""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""","=""3s2.3p3.(4S*).5s""","=""3S*""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""478.6150""","=""0.0002""","=""6""","=""""",,"=""174409.8916""","=""195297.6798""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""479.20818""","=""0.00006""","=""17""","=""""",,"=""158730.2995""","=""179592.2248""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""479.259""","=""0.002""","=""0h""","=""""",,"=""195123.6464""","=""215983.36""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""11/2""","=""3s2.3p4.(3P<2>).8g""","=""2[6]""","=""13/2""",,"=""""","=""L14821""",
Ar,2,"=""479.371""","=""0.002""","=""0h""","=""""",,"=""195128.3735""","=""215983.21""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""9/2""","=""3s2.3p4.(3P<2>).8g""","=""2[6]""","=""11/2""",,"=""""","=""L14821""",
Ar,3,"=""480.1368""","=""0.0020""","=""2""","=""""",,"=""231754.836""","=""252576.253""","=""3s2.3p3.(2D*).4p""","=""3P""","=""0""","=""3s2.3p3.(4S*).5s""","=""3S*""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""480.60202""","=""0.00001""","=""1820""","=""7.80e+07""",A,"=""134241.7389""","=""155043.1619""","=""3s2.3p4.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""484.120""","=""0.002""","=""0.5?""","=""""",,"=""189934.6322""","=""210584.91""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).6f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""484.78095""","=""0.00001""","=""832""","=""8.49e+07""",B,"=""135085.9958""","=""155708.1075""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,3,"=""484.7846""","=""0.0020""","=""11""","=""""",,"=""211005.56""","=""231627.364""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""484.79991""","=""0.00011""","=""9""","=""""",,"=""174409.8916""","=""195031.2028""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""485.6156""","=""0.0008""","=""1""","=""""",,"=""174409.8916""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""486.59109""","=""0.00002""","=""83""","=""1.5e+07""",D,"=""161048.7411""","=""181594.1404""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""486.75554""","=""0.00006""","=""17""","=""""",,"=""159393.3850""","=""179931.8393""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""487.7120""","=""0.0005""","=""4""","=""""",,"=""172213.8798""","=""192712.058""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""487.98634""","=""0.00001""","=""2239""","=""8.23e+07""",A,"=""138243.6444""","=""158730.2995""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""488.22424""","=""0.00007""","=""21""","=""""",,"=""174821.0098""","=""195297.6798""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""488.82605""","=""0.00015""","=""8""","=""""",,"=""174409.8916""","=""194861.3529""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""488.90419""","=""0.00001""","=""288""","=""1.9e+07""",C,"=""139258.3389""","=""159706.5337""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,3,"=""489.1984""","=""0.0020""","=""6""","=""""",,"=""188714.875""","=""209150.8807""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""3""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""490.47514""","=""0.00001""","=""107""","=""3.7e+06""",B+,"=""150147.7021""","=""170530.4040""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""T926""","=""L11520""",
Ar,2,"=""491.43151""","=""0.00019""","=""7""","=""""",,"=""172213.8798""","=""192556.9179""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""493.32089""","=""0.00001""","=""251""","=""1.44e+07""",A,"=""135085.9958""","=""155351.1206""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""493.6083""","=""0.0008""","=""3""","=""7.e+05""",C+,"=""150147.7021""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L14821""",
Ar,2,"=""494.29210""","=""0.00006""","=""19""","=""""",,"=""159706.5337""","=""179931.8393""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""494.93999""","=""0.00015""","=""6""","=""""",,"=""159393.3850""","=""179592.2248""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""495.2924""","=""0.0008""","=""2""","=""6.e+05""",D,"=""138243.6444""","=""158428.1087""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""",,"=""T926""","=""L14821""",
Ar,2,"=""495.51096""","=""0.00017""","=""8""","=""""",,"=""174821.0098""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""495.9478""","=""0.0008""","=""1""","=""""",,"=""189040.9351""","=""209198.6869""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""496.50794""","=""0.00001""","=""891""","=""3.94e+07""",A,"=""139258.3389""","=""159393.3850""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""497.21599""","=""0.00001""","=""100""","=""9.7e+06""",B+,"=""135601.7336""","=""155708.1075""","=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""498.0025""","=""0.0008""","=""0.5""","=""""",,"=""186074.4375""","=""206149.0242""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""","=""3s2.3p4.(3P<1>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""499.072""","=""0.002""","=""0.5?""","=""""",,"=""182222.1209""","=""202253.6552""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).6p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""499.2617""","=""0.0020""","=""10""","=""""",,"=""224334.09""","=""244358.081""","=""3s2.3p3.(2D*).3d""","=""1F*""","=""3""","=""3s2.3p3.(2P*).4p""","=""1D""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""499.345""","=""0.002""","=""0.5""","=""""",,"=""184093.1337""","=""204113.7598""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""499.3746""","=""0.0008""","=""2""","=""""",,"=""190106.3000""","=""210125.7255""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""499.6782""","=""0.0008""","=""2""","=""""",,"=""185093.3298""","=""205100.5847""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).5f""","=""2[5]*""","=""11/2""",,"=""""","=""L14821""",
Ar,2,"=""500.93342""","=""0.00001""","=""355""","=""1.51e+07""",B,"=""135085.9958""","=""155043.1619""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""501.492""","=""0.002""","=""1h""","=""""",,"=""190592.2306""","=""210527.119""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""501.71626""","=""0.00001""","=""7413""","=""2.07e+07""",B,"=""150474.9903""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
