element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,2,"=""380.0457""","=""0.0010""","=""60""","=""""",,"=""276511.800""","=""302816.9602""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""4P""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""380.0816""","=""0.0010""","=""12""","=""""",,"=""281720.2755""","=""308022.9587""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""380.1013""","=""0.0010""","=""12""","=""""",,"=""280768.508""","=""307069.8080""","=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p4.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""380.283""","=""0.002""","=""5""","=""""",,"=""292651.298""","=""318940.046""","=""2s2.2p4.(3P).4p""","=""4S*""","=""3/2""","=""2s2.2p4.(3P).7s""","=""4P""","=""3/2""",,"=""""","=""L11529c153""",
Ne,2,"=""380.6252""","=""0.0010""","=""120""","=""1.3e+06""",D,"=""252953.5198""","=""279218.6416""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",,"=""T380""","=""L1406""",
Ne,4,"=""381.367""","=""0.003""","=""5""","=""""",,"=""489207.75+z""","=""515421.65+z""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""",,"=""""","=""L2677""",
Ne,3,"=""381.7886""","=""""","=""200""","=""1.3e+08""",D,"=""472473.64""","=""498658.714""","=""2s2.2p3.(2D*).4p""","=""1F""","=""3""","=""2s2.2p3.(2D*).5s""","=""1D*""","=""2""",,"=""T8046""","=""L11529""",
Ne,2,"=""381.84236""","=""0.00003""","=""200""","=""6.1e+07""",D,"=""254292.1683""","=""280473.5550""","=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",,"=""T380""","=""L5951""",
Ne,2,"=""382.3157""","=""0.0010""","=""100""","=""""",,"=""276276.8361""","=""302425.8139""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""382.975030""","=""0.000021""","=""240""","=""8.4e+07""",D,"=""254164.9888""","=""280268.9453""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",,"=""T380""","=""L5951""",
Ne,2,"=""384.0500""","=""0.0010""","=""140""","=""""",,"=""276276.8361""","=""302307.7230""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L1406""",
Ne,3,"=""384.332""","=""""","=""240""","=""1.4e+08""",D,"=""472027.94""","=""498039.74""","=""2s2.2p3.(2D*).4p""","=""3F""","=""2""","=""2s2.2p3.(2D*).5s""","=""3D*""","=""1""",,"=""T8046""","=""L10704""",
Ne,3,"=""384.497""","=""""","=""240""","=""1.2e+08""",D,"=""472020.08""","=""498020.88""","=""2s2.2p3.(2D*).4p""","=""3F""","=""3""","=""2s2.2p3.(2D*).5s""","=""3D*""","=""2""",,"=""T8046""","=""L10704""",
Ne,3,"=""384.785""","=""""","=""240""","=""1.2e+08""",D,"=""472013.12""","=""497994.44""","=""2s2.2p3.(2D*).4p""","=""3F""","=""4""","=""2s2.2p3.(2D*).5s""","=""3D*""","=""3""",,"=""T8046""","=""L10704""",
Ne,3,"=""384.885""","=""""","=""180bl""","=""6.8e+06""",D,"=""472020.08""","=""497994.44""","=""2s2.2p3.(2D*).4p""","=""3F""","=""3""","=""2s2.2p3.(2D*).5s""","=""3D*""","=""3""",,"=""T8046""","=""L10704""",
Ne,7,"=""385.330""","=""0.020""","=""10a""","=""1.29e+07""",A,"=""1028366.7""","=""1054310.0""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.3d""","=""3D""","=""1""",,"=""u34""","=""L9089""",
Ne,2,"=""385.7812""","=""0.0010""","=""60""","=""""",,"=""276511.800""","=""302425.8139""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L1406""",
Ne,7,"=""386.45""","=""0.06""","=""150*""","=""""",,"=""1562003""","=""1587873""","=""1s2.2s.7h""","=""1H*""","=""5""","=""1s2.2s.8i""","=""""","=""""",,"=""""","=""L9089""",
Ne,7,"=""386.45""","=""0.06""","=""150*""","=""""",,"=""1562003""","=""1587873""","=""1s2.2s.7h""","=""3H*""","=""""","=""1s2.2s.8i""","=""""","=""""",,"=""""","=""L9089""",
Ne,7,"=""386.680""","=""0.020""","=""30a""","=""1.71e+07""",A,"=""1028499.59""","=""1054354.4""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.3d""","=""3D""","=""2""",,"=""u34""","=""L9089""",
Ne,3,"=""386.876""","=""""","=""""","=""1.74e-01""",A,"=""0.000""","=""25840.72""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p4""","=""1D""","=""2""",M1,"=""c52""","=""L3452""",
Ne,2,"=""386.893""","=""0.002""","=""8""","=""""",,"=""292546.687""","=""318386.291""","=""2s2.2p4.(3P).4p""","=""2S*""","=""1/2""","=""2s2.2p4.(3P).7s""","=""2P""","=""3/2""",,"=""""","=""L11529""",
Ne,3,"=""387.295""","=""""","=""200""","=""""",,"=""434325.760""","=""460138.75""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""3""",,"=""""","=""L10704""",
Ne,7,"=""387.320""","=""0.020""","=""19a""","=""9.4e+06""",A,"=""1028499.59""","=""1054310.0""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.3d""","=""3D""","=""1""",,"=""u34""","=""L9089""",
Ne,3,"=""387.472""","=""""","=""100""","=""""",,"=""434325.760""","=""460126.70""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",,"=""""","=""L10704""",
Ne,3,"=""387.743""","=""""","=""180""","=""""",,"=""434343.564""","=""460126.70""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",,"=""""","=""L10704""",
Ne,3,"=""387.918""","=""""","=""120""","=""""",,"=""434343.564""","=""460114.91""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",,"=""""","=""L10704""",
Ne,3,"=""388.152""","=""""","=""120""","=""""",,"=""434359.09""","=""460114.91""","=""2s2.2p3.(4S*).4p""","=""3P""","=""0""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",,"=""""","=""L10704""",
Ne,1,"=""388.2698""","=""0.0020""","=""20f""","=""""",,"=""135888.7173""","=""161636.6175""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",UT,"=""""","=""L3469""",
Ne,6,"=""388.31""","=""0.15""","=""38""","=""""",,"=""976220""","=""1001965""","=""2s2.4s""","=""2S""","=""1/2""","=""2s2.4p""","=""2P*""","=""3/2""",,"=""""","=""L9340""",
Ne,7,"=""388.42""","=""0.04""","=""260""","=""""",,"=""1562152""","=""1587889""","=""1s2.2s.7i""","=""""","=""""","=""1s2.2s.8k""","=""""","=""""",,"=""""","=""L9089""",
Ne,1,"=""388.7134""","=""0.0020""","=""10f""","=""""",,"=""135888.7173""","=""161607.2609""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",UT,"=""""","=""L3469""",
Ne,1,"=""388.9427""","=""0.0020""","=""50f""","=""""",,"=""135888.7173""","=""161592.1200""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""",UT,"=""""","=""L3469""",
Ne,7,"=""389.400""","=""0.020""","=""30a""","=""2.25e+07""",A,"=""1028755.1""","=""1054428.3""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""3""",,"=""u34""","=""L9089""",
Ne,2,"=""389.6847""","=""0.0010""","=""100""","=""""",,"=""283322.3319""","=""308976.8347""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p4.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L1406""",
Ne,1,"=""389.9723""","=""0.0020""","=""20f""","=""""",,"=""135888.7173""","=""161524.1739""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",UT,"=""""","=""L3469""",
Ne,7,"=""390.510""","=""0.020""","=""5a""","=""5.57e+06""",A,"=""1028755.1""","=""1054354.4""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""2""",,"=""u34""","=""L9089""",
Ne,3,"=""390.740""","=""""","=""90""","=""""",,"=""487624.9""","=""513210.29""","=""2s2.2p3.(2D*).4d""","=""3F*""","=""3""","=""2s2.2p3.(2D*).5f""","=""1G""","=""4""",,"=""""","=""L10704""",
Ne,3,"=""390.966""","=""""","=""200""","=""""",,"=""487624.9""","=""513195.13""","=""2s2.2p3.(2D*).4d""","=""3F*""","=""3""","=""2s2.2p3.(2D*).5f""","=""3G""","=""4""",,"=""""","=""L10704""",
Ne,7,"=""391.230""","=""0.020""","=""1a""","=""6.15e+05""",A,"=""1028755.1""","=""1054310.0""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""1""",,"=""u34""","=""L9089""",
Ne,3,"=""391.724""","=""""","=""200w,bl""","=""1.6e+08""",D,"=""487633.1""","=""513154.05""","=""2s2.2p3.(2D*).4d""","=""3F*""","=""4""","=""2s2.2p3.(2D*).5f""","=""3G""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""392.103""","=""""","=""700l*""","=""2.0e+08""",D,"=""446375.1+x""","=""471871.5+x""","=""2s2.2p3.(4S*).4d""","=""5D*""","=""4""","=""2s2.2p3.(4S*).5f""","=""5F""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""392.103""","=""""","=""700l*""","=""1.4e+08""",D,"=""446375.17+x""","=""471871.5+x""","=""2s2.2p3.(4S*).4d""","=""5D*""","=""2""","=""2s2.2p3.(4S*).5f""","=""5F""","=""3""",,"=""T8046""","=""L10704""",
Ne,3,"=""392.103""","=""""","=""700l*""","=""1.7e+08""",D,"=""446375.73+x""","=""471871.5+x""","=""2s2.2p3.(4S*).4d""","=""5D*""","=""3""","=""2s2.2p3.(4S*).5f""","=""5F""","=""4""",,"=""T8046""","=""L10704""",
Ne,2,"=""393.0298""","=""0.0010""","=""12""","=""""",,"=""276511.800""","=""301947.9789""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""4D""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""393.3469""","=""0.0010""","=""180""","=""""",,"=""283322.3319""","=""308738.0108""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""394.2258""","=""0.0010""","=""160""","=""1.0e+06""",D,"=""224087.0092""","=""249445.9632""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""",,"=""T380""","=""L1406""",
Ne,1,"=""394.3540""","=""0.0020""","=""20""","=""""",,"=""148257.7898""","=""173608.51""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,3,"=""395.660""","=""""","=""160w""","=""""",,"=""487930.17""","=""513197.2""","=""2s2.2p3.(2D*).4d""","=""3G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""1H""","=""5""",,"=""""","=""L10704""",
Ne,2,"=""395.8038""","=""0.0010""","=""22""","=""""",,"=""254164.9888""","=""279422.869""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""",,"=""""","=""L1406""",
Ne,3,"=""395.991""","=""""","=""100w""","=""3.3e+07""",D,"=""487908.04""","=""513154.05""","=""2s2.2p3.(2D*).4d""","=""3G*""","=""5""","=""2s2.2p3.(2D*).5f""","=""3G""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""396.0587""","=""""","=""180w""","=""""",,"=""487953.47""","=""513195.13""","=""2s2.2p3.(2D*).4d""","=""3G*""","=""3""","=""2s2.2p3.(2D*).5f""","=""3G""","=""4""",,"=""""","=""L9091""",
Ne,3,"=""396.201""","=""""","=""240w""","=""2.1e+08""",D,"=""487908.04""","=""513141.3""","=""2s2.2p3.(2D*).4d""","=""3G*""","=""5""","=""2s2.2p3.(2D*).5f""","=""3H""","=""6""",,"=""T8046""","=""L10704""",
Ne,3,"=""396.562""","=""""","=""200bl""","=""""",,"=""487930.17""","=""513139.8""","=""2s2.2p3.(2D*).4d""","=""3G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""3H""","=""5""",,"=""""","=""L10704""",
Ne,3,"=""396.612""","=""""","=""160w,bl""","=""2.0e+08""",D,"=""487953.47""","=""513159.7""","=""2s2.2p3.(2D*).4d""","=""3G*""","=""3""","=""2s2.2p3.(2D*).5f""","=""3H""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""396.747""","=""""","=""""","=""5.40e-02""",A,"=""642.876""","=""25840.72""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p4""","=""1D""","=""2""",M1,"=""c52""","=""L3452""",
Ne,2,"=""397.140""","=""0.002""","=""10""","=""""",,"=""294086.4608""","=""319259.49""","=""2s2.2p4.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).7s""","=""2P""","=""1/2""",,"=""""","=""L11529""",
Ne,3,"=""397.279""","=""""","=""90""","=""3.2e+07""",D,"=""488046.23""","=""513210.29""","=""2s2.2p3.(2D*).4d""","=""1G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""1G""","=""4""",,"=""T8046""","=""L10704""",
Ne,2,"=""397.3455""","=""0.0010""","=""12""","=""""",,"=""254164.9888""","=""279324.8733""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""L1406""",
Ne,3,"=""397.489""","=""""","=""200w""","=""""",,"=""488046.23""","=""513197.2""","=""2s2.2p3.(2D*).4d""","=""1G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""1H""","=""5""",,"=""""","=""L10704""",
Ne,3,"=""398.170""","=""""","=""140""","=""""",,"=""488046.23""","=""513154.05""","=""2s2.2p3.(2D*).4d""","=""1G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""3G""","=""5""",,"=""""","=""L10704""",
Ne,3,"=""398.396""","=""""","=""180w""","=""""",,"=""488046.23""","=""513139.8""","=""2s2.2p3.(2D*).4d""","=""1G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""3H""","=""5""",,"=""""","=""L10704""",
Ne,1,"=""398.4065""","=""0.0020""","=""20""","=""""",,"=""148257.7898""","=""173350.78""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""398.4253""","=""0.0020""","=""70""","=""""",,"=""148257.7898""","=""173349.51""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""398.5725""","=""0.0010""","=""160""","=""""",,"=""283894.3965""","=""308976.8347""","=""2s2.2p4.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p4.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L1406""",
Ne,1,"=""399.5298""","=""0.0020""","=""10""","=""""",,"=""148257.7898""","=""173280.14""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).13d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""399.5721""","=""0.0020""","=""10""","=""""",,"=""148257.7898""","=""173277.59""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""399.8594""","=""0.0020""","=""10""","=""""",,"=""148257.7898""","=""173259.46""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""399.9263""","=""0.0020""","=""10""","=""""",,"=""148257.7898""","=""173255.24""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
Ne,2,"=""399.9471""","=""0.0020""","=""100""","=""3.7e+05""",D,"=""224699.2716""","=""249695.5051""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""",,"=""T380""","=""L1406""",
Ne,8,"=""400.19""","=""0.30""","=""100bl""","=""6.51e+07""",A,"=""[1816292]""","=""[1841265]""","=""1s2.8s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""""",,"=""T7495""","=""L9090,L10000""",
Ne,2,"=""401.068""","=""0.002""","=""10""","=""""",,"=""294333.192""","=""319259.49""","=""2s2.2p4.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).7s""","=""2P""","=""1/2""",,"=""""","=""L11529""",
Ne,1,"=""401.3752""","=""0.0020""","=""10""","=""""",,"=""148257.7898""","=""173165.09""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).12d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""401.3995""","=""0.0020""","=""20""","=""""",,"=""148257.7898""","=""173163.72""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).12d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""402.0015""","=""0.0020""","=""20""","=""""",,"=""148257.7898""","=""173126.12""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""402.242""","=""0.002""","=""5""","=""""",,"=""294086.4608""","=""318940.046""","=""2s2.2p4.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).7s""","=""4P""","=""3/2""",,"=""""","=""L11529c153""",
Ne,2,"=""402.4043""","=""0.0020""","=""80""","=""""",,"=""283894.3965""","=""308738.0108""","=""2s2.2p4.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L1406""",
Ne,1,"=""403.7262""","=""0.0020""","=""50""","=""""",,"=""148257.7898""","=""173020.06""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""403.7615""","=""0.0020""","=""150""","=""""",,"=""148257.7898""","=""173017.98""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""403.7696""","=""0.0020""","=""50""","=""""",,"=""148257.7898""","=""173017.39""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
Ne,1,"=""404.2327""","=""0.0020""","=""100""","=""""",,"=""148257.7898""","=""172988.99""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""404.2642""","=""0.0020""","=""500""","=""""",,"=""148257.7898""","=""172987.07""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""404.5662""","=""0.0020""","=""20""","=""""",,"=""148257.7898""","=""172968.51""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""405.443""","=""0.002""","=""6""","=""""",,"=""294333.192""","=""318990.64""","=""2s2.2p4.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).7s""","=""4P""","=""1/2""",,"=""""","=""L11529""",
Ne,2,"=""406.29730""","=""0.00010""","=""160""","=""""",,"=""279218.6416""","=""303824.2119""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<0>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5951""",
Ne,1,"=""406.4036""","=""0.0020""","=""500""","=""""",,"=""148257.7898""","=""172857.00""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""406.4829""","=""0.0020""","=""150""","=""""",,"=""148257.7898""","=""172852.13""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
Ne,3,"=""406.735""","=""""","=""70""","=""1.1e+05""",C,"=""374489.507""","=""399068.682""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3P""","=""1""",,"=""c52""","=""L10704""",
Ne,1,"=""406.8835""","=""0.0020""","=""300""","=""""",,"=""148257.7898""","=""172827.93""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""406.9243""","=""0.0020""","=""300""","=""""",,"=""148257.7898""","=""172825.54""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""406.9389""","=""0.0020""","=""50""","=""""",,"=""148257.7898""","=""172824.57""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
Ne,1,"=""407.9359""","=""0.0020""","=""20""","=""""",,"=""148257.7898""","=""172764.60""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""408.0148""","=""0.0020""","=""500""","=""""",,"=""148257.7898""","=""172759.82""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""408.0510""","=""0.0003""","=""140""","=""""",,"=""279324.8733""","=""303824.6705""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L9088""",
Ne,3,"=""408.442""","=""""","=""70""","=""2.3e+05""",C,"=""374496.068""","=""398972.658""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3P""","=""2""",,"=""c52""","=""L10704""",
Ne,2,"=""408.6772""","=""0.0007""","=""80""","=""""",,"=""279137.6053""","=""303599.9098""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L9088""",
Ne,8,"=""409.28""","=""0.15""","=""20""","=""""",,"=""9116488""","=""9140918""","=""1s.2s.(3S).8p""","=""4P*""","=""""","=""1s.2s.(3S).9d""","=""4D""","=""""",,"=""""","=""L9090u58,L10000""",
Ne,2,"=""409.8732""","=""0.0020""","=""12""","=""""",,"=""279137.6053""","=""303528.5122""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<1>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L1406""",
Ne,2,"=""409.88645""","=""0.00015""","=""160""","=""""",,"=""279137.6053""","=""303527.7267""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<1>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L9088""",
Ne,2,"=""410.0353""","=""0.0003""","=""120""","=""""",,"=""279218.6416""","=""303599.9098""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L1406""",
Ne,2,"=""410.191""","=""0.004""","=""12w""","=""""",,"=""279137.6053""","=""303509.514""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L1406""",
Ne,1,"=""411.1882""","=""0.0020""","=""10""","=""""",,"=""148257.7898""","=""172570.83""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""411.2100""","=""0.0020""","=""150""","=""""",,"=""148257.7898""","=""172569.40""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""411.2394""","=""0.0003""","=""100""","=""""",,"=""279218.6416""","=""303528.5122""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L1406""",
Ne,1,"=""411.2694""","=""0.0020""","=""200""","=""""",,"=""148257.7898""","=""172565.93""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
