element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Hg,2,"=""652.1092""","=""0.0003""","=""150000c""","=""1.6e+07""",,"=""106086.013""","=""121416.626""","=""5d9.6s.6p""","=""(2D<5/2>,1P<1>)*""","=""3/2""","=""5d10.8s""","=""2S""","=""1/2""",,"=""T7226""","=""L11760""",
Hg,3,"=""658.426""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3332""",
Hg,3,"=""661.012""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3332""",
Hg,2,"=""664.6684""","=""0.0001""","=""1300""","=""""",,"=""35514.624""","=""50555.567""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s2""","=""2D""","=""3/2""",UT,"=""""","=""L11760""",
Hg,1,"=""670.16""","=""0.03""","=""2""","=""""",,"=""68886.43""","=""83803.0""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.20d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,2,"=""670.2030""","=""0.0003""","=""170h""","=""5.3e+06""",,"=""127795.481""","=""142712.211""","=""5d10.8p""","=""2P*""","=""3/2""","=""5d10.10d""","=""2D""","=""5/2""",,"=""T7226""","=""L11760""",
Hg,3,"=""670.929""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3332""",
Hg,1,"=""671.634""","=""0.010""","=""600""","=""2.4e+05""",D,"=""63928.120""","=""78813.02""","=""5d10.6s.7s""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""1""",,"=""T3462""","=""L7394""",
Hg,1,"=""672.11""","=""0.03""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""672.52""","=""0.03""","=""1""","=""""",,"=""68886.43""","=""83752.7""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.19d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""674.10""","=""0.03""","=""0""","=""""",,"=""68886.43""","=""83715.6""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.20s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""674.71""","=""0.03""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""675.09""","=""0.03""","=""2""","=""""",,"=""68886.43""","=""83694.1""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.18d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""677.32""","=""0.03""","=""1""","=""""",,"=""68886.43""","=""83647.8""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.19s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""678.46""","=""0.03""","=""4""","=""""",,"=""68886.43""","=""83620.4""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.17d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""681.16""","=""0.03""","=""2""","=""""",,"=""68886.43""","=""83563.9""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.18s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""682.70""","=""0.03""","=""5""","=""""",,"=""68886.43""","=""83529.8""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.16d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""685.29""","=""0.03""","=""0""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""686.10""","=""0.03""","=""3""","=""""",,"=""68886.43""","=""83458.7""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.17s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""687.07""","=""0.03""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""688.04""","=""0.03""","=""4""","=""""",,"=""68886.43""","=""83415.6""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.15d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""688.8564""","=""0.0005""","=""""","=""""",,"=""62350.325""","=""76863.137""","=""5d10.6s.7s""","=""3S""","=""1""","=""5d10.6s.8p""","=""1P*""","=""1""",,"=""""","=""L3499""",
Hg,1,"=""690.746""","=""0.011""","=""1000""","=""1.6e+06""",D,"=""62350.325""","=""76823.43""","=""5d10.6s.7s""","=""3S""","=""1""","=""5d10.6s.8p""","=""3P*""","=""2""",,"=""T3462""","=""L7394""",
Hg,1,"=""691.56""","=""0.03""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""692.43""","=""0.03""","=""3""","=""""",,"=""68886.43""","=""83324.7""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.16s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""693.40""","=""0.03""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""694.41""","=""0.03""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,2,"=""694.5474""","=""0.0003""","=""120h""","=""2.2e+06""",,"=""121416.626""","=""135810.522""","=""5d10.8s""","=""2S""","=""1/2""","=""5d10.9p""","=""2P*""","=""3/2""",,"=""T7226""","=""L11760""",
Hg,1,"=""695.07""","=""0.03""","=""5""","=""""",,"=""68886.43""","=""83269.2""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.14d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""697.72""","=""0.03""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590""",
Hg,1,"=""700.92""","=""0.03""","=""4""","=""""",,"=""68886.43""","=""83149.7""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.15s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""702.2""","=""0.1""","=""0""","=""""",,"=""69516.576""","=""83753.3""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.19d""","=""3D""","=""1""",,"=""""","=""L15188c86""",
Hg,1,"=""704.57""","=""0.03""","=""8""","=""""",,"=""68886.43""","=""83075.9""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.13d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""708.1901""","=""0.0005""","=""1000""","=""""",,"=""62350.325""","=""76466.936""","=""5d10.6s.7s""","=""3S""","=""1""","=""5d10.6s.8p""","=""3P*""","=""1""",,"=""""","=""L3499""",
Hg,1,"=""709.1860""","=""0.0005""","=""800""","=""""",,"=""62350.325""","=""76447.112""","=""5d10.6s.7s""","=""3S""","=""1""","=""5d10.6s.8p""","=""3P*""","=""0""",,"=""""","=""L3499""",
Hg,1,"=""710.13""","=""0.03""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""712.00""","=""0.03""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""712.56""","=""0.03""","=""6*""","=""""",,"=""69661.803""","=""83692.6""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.18d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""712.56""","=""0.03""","=""6*""","=""""",,"=""69661.803""","=""83692.4""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.18d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""712.56""","=""0.03""","=""6*""","=""""",,"=""68886.43""","=""82915.4""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.14s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""713.50""","=""0.03""","=""4""","=""""",,"=""69516.576""","=""83528.4""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.16d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""714.76""","=""0.03""","=""2d""","=""""",,"=""69661.803""","=""83647.8""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.19s""","=""3S""","=""1""",,"=""""","=""L7590""",
Hg,1,"=""715.42""","=""0.03""","=""0d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""716.22""","=""0.03""","=""5""","=""""",,"=""69661.803""","=""83620.0""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.17d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""716.90""","=""0.03""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""717.06""","=""0.06""","=""0""","=""""",,"=""69516.576""","=""83458.7""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.17s""","=""3S""","=""1""",,"=""""","=""L15169c86""",
Hg,1,"=""717.60""","=""0.04""","=""3d*""","=""""",,"=""68886.43""","=""82819.4""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.10f""","=""3F*""","=""4""",E2,"=""""","=""L15167c86""",
Hg,1,"=""717.60""","=""0.04""","=""3d*""","=""""",,"=""68886.43""","=""82818.9""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.10f""","=""3F*""","=""3""",E2,"=""""","=""L15167c86""",
Hg,1,"=""717.60""","=""0.04""","=""3d*""","=""""",,"=""68886.43""","=""82818.6""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.10f""","=""3F*""","=""2""",E2,"=""""","=""L15167c86""",
Hg,1,"=""717.78""","=""0.03""","=""10""","=""""",,"=""68886.43""","=""82814.5""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.12d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""719.09""","=""0.03""","=""3""","=""""",,"=""69661.803""","=""83563.9""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.18s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""719.35""","=""0.03""","=""4""","=""""",,"=""69516.576""","=""83414.1""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.15d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""720.91""","=""0.03""","=""6*""","=""""",,"=""69661.803""","=""83529.1""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.16d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""720.91""","=""0.03""","=""6*""","=""""",,"=""69661.803""","=""83528.4""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.16d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""722.24""","=""0.03""","=""0d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""722.75""","=""0.03""","=""0d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""723.94""","=""0.03""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""724.57""","=""0.03""","=""3""","=""""",,"=""69661.803""","=""83458.7""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.17s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""726.91""","=""0.03""","=""5*""","=""""",,"=""69661.803""","=""83414.8""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.15d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""726.91""","=""0.03""","=""5*""","=""""",,"=""69661.803""","=""83414.1""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.15d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""727.07""","=""0.03""","=""5""","=""""",,"=""69516.576""","=""83266.6""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.14d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""727.84""","=""0.03""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590""",
Hg,1,"=""729.49""","=""0.03""","=""7""","=""""",,"=""68886.43""","=""82590.86""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.13s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""730.17""","=""0.04""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L15167c86""",
Hg,1,"=""730.36""","=""0.03""","=""""","=""""",,"=""83621.89""","=""97309.84""","=""5d10.6s.18p""","=""1P*""","=""1""","=""5d9.6s2.(2D<5/2>).7s""","=""2[5/2]""","=""2""",,"=""""","=""L7590""",
Hg,1,"=""731.71""","=""0.03""","=""4""","=""""",,"=""69661.803""","=""83324.7""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.16s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""733.30""","=""0.03""","=""3""","=""""",,"=""69516.576""","=""83149.7""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.15s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""734.1""","=""0.2""","=""1d""","=""""",,"=""83694.44""","=""97309.84""","=""5d10.6s.19p""","=""1P*""","=""1""","=""5d9.6s2.(2D<5/2>).7s""","=""2[5/2]""","=""2""",,"=""""","=""L15191c86""",
Hg,2,"=""734.6508""","=""0.0003""","=""600000E""","=""5.3e+07""",,"=""111971.464""","=""125579.636""","=""5d10.7p""","=""2P*""","=""3/2""","=""5d10.7d""","=""2D""","=""5/2""",,"=""T7226""","=""L11760""",
Hg,1,"=""734.81""","=""0.03""","=""8""","=""""",,"=""69661.803""","=""83267.4""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.14d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""734.86""","=""0.06""","=""0d""","=""""",,"=""69661.803""","=""83266.6""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.14d""","=""3D""","=""1""",,"=""""","=""L15169c86""",
Hg,1,"=""736.73""","=""0.05""","=""1d*""","=""""",,"=""68886.43""","=""82456.7""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.9f""","=""3F*""","=""4""",E2,"=""""","=""L7589c86""",
Hg,1,"=""736.73""","=""0.05""","=""1d*""","=""""",,"=""68886.43""","=""82456.0""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.9f""","=""3F*""","=""3""",E2,"=""""","=""L7589c86""",
Hg,1,"=""736.73""","=""0.05""","=""1d*""","=""""",,"=""68886.43""","=""82455.2""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.9f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
Hg,1,"=""737.15""","=""0.03""","=""10""","=""""",,"=""68886.43""","=""82448.7""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.11d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""737.45""","=""0.03""","=""4""","=""""",,"=""69516.576""","=""83073.4""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.13d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""738.75""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""739.38""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,2,"=""739.5622""","=""0.0003""","=""1200h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L11760""",
Hg,1,"=""740.33""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,2,"=""741.1852""","=""0.0003""","=""600w""","=""1.1e+07""",,"=""125325.531""","=""138813.721""","=""5d10.7d""","=""2D""","=""3/2""","=""5d10.7f""","=""2F*""","=""5/2""",,"=""T7226""","=""L11760""",
Hg,1,"=""741.22""","=""0.03""","=""4""","=""""",,"=""69661.803""","=""83149.7""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.15s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,2,"=""741.7864""","=""0.0004""","=""18000c""","=""1.2e+07""",,"=""95714.406""","=""109191.648""","=""5d10.7s""","=""2S""","=""1/2""","=""5d9.6s.6p""","=""(2D<3/2>,3P<2>)*""","=""3/2""",,"=""T7226""","=""L11760""",
Hg,1,"=""745.39""","=""0.03""","=""8*""","=""""",,"=""69661.803""","=""83074.0""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.13d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""745.39""","=""0.03""","=""8*""","=""""",,"=""69661.803""","=""83073.4""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.13d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""745.67""","=""0.03""","=""3""","=""""",,"=""69661.803""","=""83068.90""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.13d""","=""1D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""746.13""","=""0.03""","=""2""","=""""",,"=""69516.576""","=""82915.4""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.14s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""747.29""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,2,"=""748.6298""","=""0.0003""","=""6500w""","=""8.5e+06""",,"=""111971.464""","=""125325.531""","=""5d10.7p""","=""2P*""","=""3/2""","=""5d10.7d""","=""2D""","=""3/2""",,"=""T7226""","=""L11760""",
Hg,1,"=""749.45""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""750.04""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,3,"=""751.746""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3332""",
Hg,1,"=""752.01""","=""0.03""","=""9""","=""""",,"=""69516.576""","=""82811.0""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.12d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""753.16""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""753.39""","=""0.03""","=""0""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""754.29""","=""0.03""","=""4""","=""""",,"=""69661.803""","=""82915.4""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.14s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""755.21""","=""0.03""","=""7""","=""""",,"=""68886.43""","=""82123.98""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.12s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""756.08""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,2,"=""756.4534""","=""0.0003""","=""12000h""","=""1.1e+07""",,"=""125579.636""","=""138795.581""","=""5d10.7d""","=""2D""","=""5/2""","=""5d10.7f""","=""2F*""","=""7/2""",,"=""T7226""","=""L11760""",
Hg,1,"=""757.12""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""758.09""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""760.21""","=""0.03""","=""7*""","=""""",,"=""69661.803""","=""82812.32""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.12d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""760.21""","=""0.03""","=""7*""","=""""",,"=""69661.803""","=""82811.0""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.12d""","=""3D""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""760.59""","=""0.03""","=""4""","=""""",,"=""69661.803""","=""82805.18""","=""5d10.6s.7p""","=""3P*""","=""1""","=""5d10.6s.12d""","=""1D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""761.27""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""761.55""","=""0.03""","=""0""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""761.88""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,2,"=""762.0763""","=""0.0003""","=""60000h""","=""4.0e+07""",,"=""108298.183""","=""121416.626""","=""5d10.7p""","=""2P*""","=""1/2""","=""5d10.8s""","=""2S""","=""1/2""",,"=""T7226""","=""L11760""",
Hg,1,"=""762.08""","=""0.03""","=""0""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""763.17""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""763.52""","=""0.03""","=""0""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""764.64""","=""0.03""","=""3""","=""""",,"=""69516.576""","=""82590.86""","=""5d10.6s.7p""","=""3P*""","=""0""","=""5d10.6s.13s""","=""3S""","=""1""",,"=""""","=""L7590c86""",
Hg,1,"=""765.37""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
Hg,1,"=""766.69""","=""0.04""","=""4""","=""""",,"=""68886.43""","=""81925.7""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.8f""","=""3F*""","=""4""",E2,"=""""","=""L15167c86""",
Hg,1,"=""767.40""","=""0.03""","=""5""","=""""",,"=""68886.43""","=""81913.55""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.10d""","=""3D""","=""3""",,"=""""","=""L7590c86""",
Hg,1,"=""767.73""","=""0.03""","=""3""","=""""",,"=""68886.43""","=""81908.20""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.10d""","=""3D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""768.52""","=""0.03""","=""1""","=""""",,"=""68886.43""","=""81894.59""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6s.10d""","=""1D""","=""2""",,"=""""","=""L7590c86""",
Hg,1,"=""769.30""","=""0.03""","=""1d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7590c86""",
