Data Set 1:Wavelength(nm),Data Set 1:Intensity
380.60000000000002,0.015674703084865592
381.39999999999998,0.01563994642387867
382.30000000000001,0.015567042208150013
383.19999999999999,0.015203368852945412
384,0.014967701736985323
384.89999999999998,0.014925315565050055
385.69999999999999,0.014829522816476351
386.60000000000002,0.014807482007070012
387.39999999999998,0.01479815704924425
388.30000000000001,0.014770182175766974
389.19999999999999,0.015418690606376574
390,0.015411908818866931
390.89999999999998,0.015851877283555006
391.69999999999999,0.015506006120563222
392.60000000000002,0.015865440858574296
393.39999999999998,0.015188109831048716
394.30000000000001,0.014999915227656126
395.19999999999999,0.014697277960038313
396,0.015252536812390322
396.89999999999998,0.015770495833439299
397.69999999999999,0.015877308986716174
398.60000000000002,0.01591969515865144
399.39999999999998,0.015383933945389654
400.30000000000001,0.015665378127039834
401.19999999999999,0.01524745047175809
402,0.015536524164356615
402.89999999999998,0.015029585548010814
403.69999999999999,0.015442426862660322
404.60000000000002,0.015140637318481216
405.39999999999998,0.014788832091418494
406.30000000000001,0.014852411349321394
407.19999999999999,0.015160134957571439
408,0.015599255698820815
408.89999999999998,0.015182175766977777
409.69999999999999,0.014766791282012153
410.60000000000002,0.014897340691572778
411.39999999999998,0.015583996676924118
412.30000000000001,0.016082458058882868
413.10000000000002,0.015965472224341529
414,0.015413604265744341
414.89999999999998,0.01517793714978425
415.69999999999999,0.015461076778311841
416.60000000000002,0.015677246255181704
417.39999999999998,0.015430558734518447
418.30000000000001,0.015482269864279476
419.10000000000002,0.014989742546391663
420,0.015442426862660322
420.89999999999998,0.015594169358188584
421.69999999999999,0.015770495833439299
422.60000000000002,0.015225409662351752
423.39999999999998,0.015080448954333137
424.30000000000001,0.015311029729660993
425.10000000000002,0.015451751820486082
426,0.015465315395505367
426.89999999999998,0.015587387570678938
427.69999999999999,0.015801013877232688
428.60000000000002,0.015137246424726395
429.39999999999998,0.015465315395505367
430.30000000000001,0.015294075260886884
431.10000000000002,0.015991751650941393
432,0.015100794316862063
432.89999999999998,0.014808329730508715
433.69999999999999,0.015265252663970904
434.60000000000002,0.015127921466900634
435.39999999999998,0.016137560082398715
436.30000000000001,0.015278816238990188
437.10000000000002,0.015431406457957153
438,0.014943965480701572
438.89999999999998,0.015002458397972243
439.69999999999999,0.015251689088951617
440.60000000000002,0.015133855530971572
441.39999999999998,0.015139789595042509
442.30000000000001,0.015382238498512243
443.10000000000002,0.015427167840763627
444,0.015234734620177512
444.89999999999998,0.015107576104371707
445.69999999999999,0.014907513372837244
