t,x,y,z
3591.0,0.8383562630435456,-0.690370104278828,0.056638596900352535
3592.0,0.8525024267380785,-0.6857600829342274,0.05672347991825231
3593.0,0.8664567469915601,-0.6809957254996055,0.05679559699912159
3594.0,0.8802202675712331,-0.6760813932902765,0.056855206203875186
3595.0,0.8937940339923005,-0.6710213001209451,0.0569025577344076
3596.0,0.9071790915653796,-0.6658195190745881,0.056937894250322724
3597.0,0.9203764836489935,-0.6604799889095365,0.056961451171095474
3598.0,0.9333872500871865,-0.6550065201265787,0.056973456964366884
3599.0,0.9462124258143341,-0.649402800716505,0.05697413342104634
3600.0,0.9588530396109997,-0.6436724016072023,0.056963695917866104
3601.0,0.9713101129962879,-0.637818781828174,0.05694235366800496
3602.0,0.9835846592435689,-0.6318452934092129,0.05691030996037016
3603.0,0.9956776825077354,-0.625755186028869,0.05686776238809916
3604.0,1.0075901770533062,-0.6195516114273395,0.056814903066816205
3605.0,1.0193231265737206,-0.6132376275974561,0.056751918843153074
3606.0,1.0308775035931061,-0.6068162027665431,0.05667899149401807
3607.0,1.042254268942632,-0.6002902191810762,0.0565962979170741
3608.0,1.0534543713043145,-0.5936624767052486,0.05650401031286413
3609.0,1.0644787468158092,-0.5869356962437899,0.05640229635900103
3610.0,1.0753283187303202,-0.5801125229986023,0.056291319376820345
3611.0,1.0860039971262696,-0.5731955295680318,0.056171238490878184
3612.0,1.096506678661803,-0.5661872188967944,0.05604220878166385
3613.0,1.1068372463694929,-0.5590900270837343,0.05590438143189135
3614.0,1.1169965694867492,-0.5519063260536324,0.0557579038667385
3615.0,1.1269855033172518,-0.5446384260981393,0.0556029198884263
3616.0,1.136804889117999,-0.537288578289522,0.055439569805589846
3617.0,1.1464555540047765,-0.5298589767692262,0.05526799055801435
3618.0,1.1559383108650283,-0.522351760911482,0.05508831583755037
3619.0,1.1652539582593762,-0.5147690173613435,0.054900676206474604
3620.0,1.174403280278279,-0.507112781950284,0.0547051992153545
3621.0,1.183387046295428,-0.499385041511798,0.054502009523632246
3622.0,1.1922060105311174,-0.4915877356822287,0.05429122902689597
3623.0,1.2008609113634872,-0.48372275892616867,0.054072976991235006
3624.0,1.2093524705948975,-0.4757919632509259,0.05384737017645621
3625.0,1.217681393614916,-0.46779716191699466,0.053614522889966446
3626.0,1.2258483717785975,-0.4597401329801168,0.05337454691207145
3627.0,1.2338540860918792,-0.45162261999700676,0.05312755138239716
3628.0,1.2416992085763352,-0.4434463298868355,0.05287364285592527
3629.0,1.2493844003949468,-0.4352129315855174,0.0526129255302864
3630.0,1.2569103094959555,-0.42692405714884196,0.05234550146281647
3631.0,1.2642775694802486,-0.4185813039831681,0.05207147069826823
3632.0,1.2714867994503682,-0.4101862369717223,0.051790931338635264
3633.0,1.2785386042455373,-0.40174039019987334,0.05150397959361395
3634.0,1.2854335747486902,-0.393245268367999,0.05121070982858402
3635.0,1.29217228816478,-0.38470234801336356,0.05091121461426384
3636.0,1.2987553082543208,-0.3761130786185219,0.05060558477795332
3637.0,1.30518318552961,-0.3674788836474808,0.050293909455443146
3638.0,1.3114564574241152,-0.358801161530455,0.04997627614278277
3639.0,1.3175756484434555,-0.35008128660784094,0.04965277074736254
3640.0,1.3235412703038336,-0.3413206100391169,0.04932347763797935
3641.0,1.3293538220617824,-0.33252046068002855,0.04898847969370146
3642.0,1.3350137902377055,-0.32368214593029354,0.04864785835144014
3643.0,1.3405216489347953,-0.31480695255350677,0.04830169365219284
3644.0,1.3458778599543229,-0.3058961474706432,0.047950064285956884
3645.0,1.3510828729079178,-0.29695097852840974,0.047593047635333924
3646.0,1.3561371253272232,-0.2879726752436044,0.04723071981785755
3647.0,1.3610410427711477,-0.2789624495245808,0.046863155727083446
3648.0,1.365795038930843,-0.2699214963708705,0.04649042907248581
3649.0,1.3703995157324673,-0.2608509945519712,0.04611261241820498
3650.0,1.3748548634377562,-0.25175210726627684,0.04572977722069242
3651.0,1.3791614607423983,-0.24262598278108413,0.04534199386529844
3652.0,1.3833196748721936,-0.23347375505457862,0.04494933170184778
3653.0,1.3873298616769678,-0.22429654434066945,0.04455185907924666
3654.0,1.3911923657222105,-0.21509545777750755,0.044149643379164265
3655.0,1.3949075203784012,-0.20587158996049304,0.04374275104882999
3656.0,1.3984756479079916,-0.19662602350054487,0.043331247632986486
3657.0,1.4018970595500104,-0.18735982956837838,0.042915197805037344
3658.0,1.40517205560226,-0.17807406842550735,0.0424946653974269
3659.0,1.4083009255010799,-0.1687697899426619,0.04206971343128835
3660.0,1.4112839478986516,-0.15944803410628708,0.041640404145395236
3661.0,1.4141213907378203,-0.15010983151376422,0.04120679902445007
3662.0,1.4168135113244222,-0.1407562038579738,0.0407689588267428
3663.0,1.4193605563970961,-0.13138816440179768,0.04032694361121088
3664.0,1.4217627621945632,-0.12200671844313826,0.039880812763931545
3665.0,1.424020354520377,-0.11261286377101316,0.03943062502407587
3666.0,1.4261335488051192,-0.10320759111326636,0.038976438509353714
3667.0,1.4281025501660483,-0.09379188457642049,0.03851831074097729
3668.0,1.4299275534641893,-0.08436672207817858,0.038056298668170625
3669.0,1.4316087433588693,-0.07493307577307,0.03759045869225136
3670.0,1.4331462943596882,-0.06549191247172105,0.03712084669031077
3671.0,1.434540370875937,-0.05604419405421898,0.036647518038517
3672.0,1.435791127263459,-0.04659087787802596,0.03617052763506613
3673.0,1.4368987078689592,-0.037132917180889305,0.03568992992280512
3674.0,1.4378632470717674,-0.0276712614791845,0.035205778911550065
3675.0,1.4386848693230592,-0.01820685696211832,0.034718128200122995
3676.0,1.439363689182547,-0.008740646882212,0.034227030998129654
3677.0,1.4398998113526416,0.000726428057523501,0.03373254014750064
3678.0,1.4402933307100967,0.01019342931931411,0.033234708143818
3679.0,1.4405443323351468,0.019659420148850863,0.03273358715744871
3680.0,1.4406528915381467,0.029123465195624292,0.032229229054506654
3681.0,1.4406190738837223,0.03858463013497378,0.03172168541766432
3682.0,1.4404429352124486,0.048041981291463864,0.031211007566835078
3683.0,1.4401245216600602,0.057494585263202364,0.03069724657974724
3684.0,1.4396638696742143,0.06694150854671714,0.030180453312430532
3685.0,1.439061006028815,0.07638181716200904,0.029660678419635864
3686.0,1.43831594783591,0.08581457627739981,0.02913797237520914
3687.0,1.437428702555186,0.09523884983379308,0.028612385492439944
3688.0,1.436399268001063,0.10465370016796566,0.028083967944405895
3689.0,1.435227632347416,0.11405818763450512,0.027552769784333707
3690.0,1.4339137741299322,0.12345137022600652,0.027018840965998093
3691.0,1.4324576622461305,0.1328323031911389,0.026482231364179695
3692.0,1.4308592559530509,0.14220003865018768,0.025942990795203704
3693.0,1.4291185048626467,0.1515536252076755,0.025401169037580877
3694.0,1.42723534893489,0.16089210756165714,0.024856815852773065
3695.0,1.4252097184686154,0.1702145261092798,0.024309981006105832
3696.0,1.4230415340901315,0.1795199165481914,0.023760714287850808
3697.0,1.420730706739617,0.18880730947337454,0.023209065534501302
3698.0,1.418277137655335,0.19807572996897105,0.02265508465026487
3699.0,1.4156807183556903,0.20732419719465733,0.02209882162879725
3700.0,1.4129413306191638,0.21655172396611705,0.02154032657520257
3701.0,1.4100588464621553,0.22575731632914758,0.02097964972832549
3702.0,1.407033128114769,0.23493997312692538,0.02041684148336157
3703.0,1.4038640279945884,0.2440986855599405,0.019851952414812957
3704.0,1.4005513886784702,0.2532324367380981,0.01928503329981736
3705.0,1.3970950428724107,0.2623402012244684,0.018716135141879028
3706.0,1.3934948133795348,0.2714209445701505,0.018145309195031593
3707.0,1.3897505130662524,0.2804736228396979,0.017572606988463593
3708.0,1.385861944826647,0.2894971821265355,0.016998080351638564
3709.0,1.381828901545153,0.29849055805777613,0.01642178143994278
3710.0,1.377651166057597,0.3074526752878252,0.01584376276089511
3711.0,1.3733285111106666,0.31638244698013845,0.01526407720095467
3712.0,1.3688606993198933,0.32527877427647245,0.01468277805296343
3713.0,1.3642474831262361,0.33414054575294444,0.014099919044262594
3714.0,1.3594886047513544,0.3429666368621868,0.013515554365523067
3715.0,1.354583796151678,0.35175590936085604,0.012929738700332186
3716.0,1.3495327789713858,0.36050721072172154,0.012342527255580738
3717.0,1.3443352644944122,0.3692193735295296,0.011753975792696275
3718.0,1.3389909535956133,0.3778912148598019,0.0111641406597709
3719.0,1.3334995366912386,0.38652153563968694,0.010573078824633961
3720.0,1.327860693688865,0.39510911998995074,0.009980847908922426
3721.0,1.3220740939369644,0.4036527345471449,0.009387506223204469
3722.0,1.316139396174286,0.4121511277649464,0.008793112803214322
3723.0,1.3100562484792628,0.4206030291936199,0.008197727447259582
3724.0,1.3038242882196591,0.42900714873649926,0.007601410754865071
3725.0,1.2974431420026975,0.43736217588233195,0.007004224166720864
3726.0,1.2909124256259314,0.44566677891227746,0.006406230006005465
3727.0,1.2842317440291464,0.4539196040802835,0.005807491521158979
3728.0,1.2774006912475961,0.4621192747655083,0.0052080729301851245
3729.0,1.2704188503669218,0.4702643905953831,0.004608039466565183
3730.0,1.2632857934801112,0.4783535265378392,0.004007457426871574
3731.0,1.256001081646906,0.486385231961148,0.003406394220173615
3732.0,1.2485642648560955,0.4943580296597411,0.002804918419333189
3733.0,1.2409748819911675,0.5022704148442907,0.0022030998142936373
3734.0,1.2332324607998406,0.5101208540942369,0.001601009467471074
