t,x,y,z,x_earth,y_earth,z_earth
6115.0,-0.39816600636547206,-0.07611667750553791,-0.005245616675161492,0.9763450032226375,0.043926507023717,-6.687478917707739e-05
6116.0,-0.3930163051922631,-0.10934946100036594,-0.0033432112874655947,0.975053199219825,0.061479543221398376,-6.94438608175225e-05
6117.0,-0.38615579979890335,-0.1421068119587747,-0.001426222219642074,0.9734520098748507,0.07901307146316629,-7.199095631091432e-05
6118.0,-0.37765689012735687,-0.17426195405353034,0.0004968574734448246,0.9715416243572244,0.09652150251920043,-7.451524634114165e-05
6119.0,-0.36760625332242897,-0.2057019604636731,0.002417942850132216,0.9693223375727857,0.1139992442835098,-7.701590781215926e-05
6120.0,-0.3561015421823266,-0.23632931322079312,0.004329518022771112,0.9667945504632367,0.13144070393822294,-7.949212420831845e-05
6121.0,-0.3432480204683757,-0.2660626326225695,0.0062247540803850665,0.9639587702559138,0.14884029013330954,-8.194308595598301e-05
6122.0,-0.32915535502928295,-0.29483665782089646,0.008097583189541777,0.9608156106631006,0.16619241518041755,-8.436799078650732e-05
6123.0,-0.3139347296118098,-0.32260160941661165,0.009942732026088537,0.9573657920302212,0.18349149725947905,-8.676604410071012e-05
6124.0,-0.29769638400107357,-0.34932208864508835,0.011755720398104453,0.9536101414323015,0.20073196263670923,-8.913645933504306e-05
6125.0,-0.2805476249493821,-0.3749756689744632,0.013532832326253692,0.9495495927181259,0.2179082478925965,-9.147845832973255e-05
6126.0,-0.26259130868508895,-0.3995513208978488,0.015271067134461658,0.9451851865015709,0.2350148021584566,-9.379127169927188e-05
6127.0,-0.24392476135519178,-0.4230477862359504,0.016968077575385734,0.9405180700996416,0.2520460893601034,-9.607413920575372e-05
6128.0,-0.22463908332736265,-0.44547199033894197,0.018622100996312847,0.9355494974167907,0.26899659046717017,-9.832631013566566e-05
6129.0,-0.20481877384281474,-0.4668375535274882,0.020231888321866388,0.930280828775154,0.2858608057466022,-0.00010054704368092605
6130.0,-0.18454161129872954,-0.4871634395619596,0.02179663439562609,0.9247135306903916,0.30263325701883326,-0.00010273560932510736
