concentration,n_mean,n_sdom,mean_measurement_uncertainty,n_measurements
0.0,1.2853562630840578,0.03985042252087205,0.07524102953959595,6
1.71990171990172,1.3182700941071486,0.05360473693182982,0.05333269665364335,6
3.8461538461538463,1.2917257314866795,0.051956374775531125,0.06730234717174997,5
5.647058823529412,1.3064853512166485,0.08375896880125833,0.10792902207441184,5
7.390300230946882,1.2928637626940893,0.03785984073306395,0.08087082827362929,5
9.070294784580499,1.3237602597508744,0.05651049295818017,0.12149252237634678,5
